id,bdate,sex
14012676,28,1
8830951,35,2
323210769,39,2
418061062,30,2
77283990,35,2
456746030,24,2
20061191,26,1
35197870,28,2
65645283,17,1
27055180,49,2
1185003,32,2
1185577,34,1
117788584,22,1
379560371,25,1
133117860,38,1
8832707,28,2
183135734,25,1
4456401,29,2
4456869,19,1
4457281,34,1
4457405,26,1
456754287,21,2
351807600,20,1
77303312,38,2
140685943,108,1
249780236,31,1
27070528,31,1
101848868,19,2
1186147,40,2
1187520,36,1
1187728,29,1
1187887,39,2
14018374,27,2
117796568,32,2
183138001,37,2
197471652,24,2
8837178,28,1
214050727,19,1
20064180,38,1
20064421,29,1
159568014,25,1
35204520,34,1
456757454,28,2
506285053,33,1
506292930,23,1
77303817,20,1
323237758,17,1
351815665,33,1
249783032,25,2
65652574,99,2
45352503,24,2
214051584,20,2
150767369,74,2
379563521,38,2
159568227,23,2
418147608,18,1
506302754,18,2
35208238,29,2
456768193,23,2
133122318,25,2
133128138,19,1
140691792,25,1
1189308,30,2
1189807,29,2
1190010,41,2
1190044,31,2
1190088,118,2
65657911,30,1
77313389,21,1
214053070,21,2
45356652,27,2
150768487,22,1
379567288,28,1
230317387,36,1
4460122,27,2
55426556,26,2
20070841,26,1
90062163,29,1
506323824,39,2
35213696,29,2
197482119,21,2
418163965,22,2
323263490,20,1
296906749,21,2
8843586,26,2
249805752,39,2
171074527,31,2
20072043,24,2
379596167,24,2
159576028,20,2
159576151,18,2
35215408,25,1
197485450,25,2
140696774,27,1
117806807,30,1
1191248,35,2
1191751,109,2
506349270,20,2
27082218,22,2
101866634,38,1
8845494,27,1
214058129,24,2
20072414,26,1
4462108,32,1
55431002,31,1
171076416,25,1
159576828,23,1
379604982,56,1
379605864,33,2
133136772,30,2
133136916,33,2
1192484,32,1
1192588,32,1
1193113,31,1
197498402,32,1
506350595,27,1
14027304,34,2
323276708,20,2
101866840,116,2
77324432,34,2
296913091,102,2
456813544,22,2
183171005,23,2
55437045,22,2
171078014,23,1
379609355,22,1
351855019,20,1
506375731,15,2
296916600,39,1
150795967,31,2
20076695,26,1
27086325,28,1
117825837,27,2
171078988,19,1
133138425,21,2
35221485,28,2
159579046,33,1
4464340,36,2
249856434,32,1
65669768,26,1
351864912,24,2
55439786,20,1
506381392,27,2
272578307,54,2
150797020,24,2
323285985,16,1
323286888,26,2
27090123,37,2
14031232,30,1
14033998,118,2
140720639,114,2
214079960,26,1
45390593,34,1
65676804,20,2
1195794,33,1
506389942,31,2
159591580,30,1
20079118,25,2
101890407,21,1
90091348,40,2
197525723,26,2
351881284,24,1
249862625,50,1
65678740,22,2
101891226,23,2
55449231,24,1
55449480,27,1
456906857,17,2
197536594,34,1
1197817,30,2
1198046,36,1
14037592,27,1
133144635,22,2
55449926,30,1
8861174,24,2
159606348,22,2
150803658,23,2
4473703,30,1
1198906,29,2
1199009,27,1
214113911,22,2
14038621,39,2
20086810,22,1
249874833,20,2
379681514,20,2
77354134,26,1
8861749,26,1
8862176,25,1
323332116,30,2
272675296,33,1
418276137,41,1
150804279,19,1
506412249,18,1
140728204,29,2
4474335,33,1
230385476,19,2
65683677,37,2
1199980,40,2
214115213,20,2
35235128,23,2
351931949,29,2
456933746,36,2
77357382,32,2
4476408,30,1
230387441,26,2
90108165,20,2
183189673,22,2
506431277,22,2
8866219,31,1
77361058,24,2
45425982,24,2
133158542,23,2
133158972,36,1
55462579,25,2
323354972,31,1
117897785,21,2
27111419,40,1
1202812,39,2
1202953,36,1
506432056,20,2
65685629,27,2
230393564,20,2
296955475,28,2
351937770,20,2
140746547,22,2
20095114,38,2
77362795,25,1
418299461,22,1
456980953,29,2
55465124,23,1
159620361,17,2
150812874,22,2
35242818,28,1
171107688,29,2
183201207,17,1
379722791,34,2
506514615,24,1
506514639,19,1
296958383,26,1
351948376,20,2
77368289,24,2
77368321,37,1
45450910,33,2
45461935,27,1
159622032,52,2
197566387,26,2
150816632,28,1
171110294,65,1
117913616,22,2
457004434,27,2
1205374,33,1
379723694,28,2
296963397,17,2
506579145,29,2
214127790,22,2
8876638,35,1
140757727,22,1
418344792,21,2
101924281,24,1
27119320,29,1
323378384,24,2
457082654,17,1
1206575,31,2
272737729,18,1
230403726,24,2
379734305,19,1
506580641,45,1
296969061,35,1
140759266,28,2
65698876,28,2
8877554,43,2
8878071,45,2
8878906,31,2
8878952,34,2
133168736,19,2
4483917,29,1
55475653,24,1
323379206,21,2
27122456,37,1
101927092,25,2
351984176,31,2
77376738,22,1
272750814,22,2
20107055,23,2
159630175,20,2
183228072,32,1
14050320,30,2
65710727,21,1
150824094,17,2
150824385,31,2
133175415,19,1
55485629,31,2
117934207,24,2
77379148,28,2
457182576,21,1
296985286,35,1
506619538,22,1
150826063,19,1
45481140,38,2
101932017,26,1
4488604,44,2
65714854,59,2
323399303,19,1
14055065,29,2
14055707,24,1
1208946,30,1
1209175,32,2
1209469,31,2
1209690,29,2
8886748,28,1
296986778,19,1
159640118,25,2
171133797,26,1
418376020,27,1
506654455,18,1
90161490,24,2
183229704,30,1
457221067,28,1
272768556,38,2
150827344,48,1
8889818,55,1
14058503,30,2
4489247,33,2
4489626,32,2
27131276,29,2
506656482,23,2
90162898,30,2
140769635,28,1
133180186,22,1
272786025,22,1
55498028,32,2
323417135,31,1
249947796,27,1
8890317,24,2
8890437,33,1
20121688,32,2
159644862,30,2
90163069,25,1
35276352,25,2
506703071,20,1
272787435,45,1
1216086,29,2
214172309,32,1
14060344,30,2
379799024,22,2
8891080,22,2
4492330,29,2
4492785,48,2
197593434,19,2
27134056,28,1
457290752,21,2
77394121,31,1
171163704,50,2
140773336,24,2
352062762,30,1
418433899,26,2
214178327,20,1
55507556,35,2
27135385,23,1
90169818,21,1
457299539,20,2
272799162,22,2
133185905,23,2
140774995,21,2
117987839,24,2
45502851,22,1
197595950,25,2
171166212,32,2
27136071,21,2
183247485,19,1
14063786,52,1
379809599,29,1
150848807,44,2
77398790,20,2
140778833,31,1
133186582,22,1
8895351,35,1
506757195,20,1
249967966,29,2
249968031,18,2
418446767,32,2
117990462,114,1
171169548,24,2
1219413,30,1
20130841,29,1
230466492,20,2
197612786,30,1
55514198,25,2
35290867,35,2
297039390,67,1
457320571,33,2
8897032,31,1
133193446,24,2
506780310,22,1
506792133,22,1
117990621,26,2
418461621,29,2
14068163,22,1
1220636,33,2
230467642,20,1
323457784,25,1
197623252,109,2
457328529,52,1
65735176,23,1
8897181,33,1
140785293,29,1
45512883,25,1
4500917,38,1
418462703,22,2
27143439,31,1
1222169,60,1
1222247,30,2
150854589,20,1
230481765,18,2
230482445,23,2
379851825,32,2
77416428,36,2
8899150,25,1
272826747,20,1
140787486,21,2
140787532,21,1
140787569,58,2
133199763,78,2
4501721,33,1
250011926,20,2
250014981,20,2
171179220,35,2
230490242,37,2
457337361,17,1
8899833,25,1
77432038,48,1
133201176,22,1
4502687,32,2
35310842,24,1
250018260,34,2
171186753,117,1
14073882,29,2
14074615,51,1
352149326,36,2
418498335,25,1
379863299,36,2
55529629,22,1
323488830,20,1
272837074,29,2
457373299,24,2
214223163,24,1
297067862,35,2
150869940,28,1
35321229,26,1
183271464,24,1
506843978,36,1
379867560,22,1
8906995,30,1
8907029,40,1
197656577,33,2
457375614,16,2
77442621,44,2
133203978,22,1
150876831,28,2
171189052,48,1
45539573,33,2
418519936,21,2
1226213,41,2
1226677,31,2
55533690,22,1
55534381,22,2
20158851,45,2
457389795,20,1
197658947,35,2
133209553,37,2
102041402,25,1
230528366,18,2
214238186,26,1
506848463,16,1
118065674,20,1
183285746,27,2
418571483,23,2
27167568,27,1
8910849,52,2
230529342,19,1
102042407,22,2
297090192,20,2
197662782,18,2
14089454,36,1
214243342,22,2
1230386,32,2
379965997,27,2
133213754,23,2
133214008,40,2
140819232,22,1
65787443,23,1
20162528,32,2
352182559,20,1
323513242,27,2
8913552,27,2
230544131,28,2
171215691,35,1
4515831,29,2
1231010,37,2
1231224,50,2
133216009,32,1
90211006,24,2
183293286,44,2
20163854,25,2
159701920,20,1
8914137,28,2
150890237,29,2
4516412,32,2
457410314,67,1
77476896,23,1
45583086,37,1
197677503,26,2
27173312,27,2
506872746,25,2
250092998,23,2
8915369,30,1
150895046,25,2
159705685,117,1
457414214,18,2
77477976,27,1
45584066,47,2
65803894,36,2
118086098,20,2
250094074,20,1
8916168,32,1
14100306,30,1
457418001,33,1
4518580,30,2
159718391,24,1
171228629,22,2
45587813,27,1
77486420,23,1
1239188,30,2
230576553,27,2
197679763,20,1
20177515,29,2
4519387,32,2
150902153,22,2
323560236,118,2
457437931,16,2
159723014,38,2
133222370,26,1
171235249,20,2
379996669,35,1
55560464,39,2
102053835,33,2
297143926,34,2
65809517,50,1
183310961,39,2
183310975,21,2
140832098,39,2
214286538,19,1
8920079,36,2
14104371,29,1
90228729,31,1
457444944,64,2
159723959,47,1
418661903,19,1
133223020,22,2
1240724,35,1
77494366,25,2
55561263,25,1
352283833,33,1
102054940,69,1
380022265,30,2
197687890,62,2
506918997,42,2
4521641,26,1
8921904,24,2
8922384,33,2
8922454,23,2
8923005,30,2
90231787,24,2
457451089,17,1
457457210,23,1
1241395,99,2
45608392,21,1
102056386,41,2
65823156,31,2
27187984,21,1
4523973,39,2
150912713,20,2
457459553,35,2
171246575,25,1
14114608,33,2
418676596,24,2
197695579,23,2
102064031,35,1
35380312,30,2
183320405,31,2
65824591,33,2
230609712,33,1
380052550,27,2
4524602,31,1
20192219,33,1
20192226,33,1
8924769,27,2
250121461,46,2
90235764,24,1
150917119,17,2
323592010,21,1
159729536,49,1
159729980,21,2
14115318,42,1
171250788,21,1
133230711,56,1
45621898,23,2
457478566,16,1
418687541,22,1
352332108,86,1
65826229,25,2
230610803,24,1
380053710,31,2
4526353,27,2
8925932,35,2
250131132,58,1
507003898,25,2
272975604,25,1
118149803,27,2
20199864,26,1
14117220,29,2
1246079,33,2
77503244,25,1
77503887,29,2
171253810,20,2
457479402,32,2
65827258,28,2
380055850,26,2
4526492,29,2
8927021,100,2
8927029,25,2
214324132,18,2
297178349,58,2
272983591,32,1
140850810,25,1
323604551,17,2
133232969,22,1
14117767,23,1
1247636,45,1
45631783,24,2
457490104,20,2
65828572,35,2
230631399,17,2
171262586,24,1
4530602,45,2
4531016,40,2
183331993,38,2
380071931,15,1
8929732,28,1
214325385,29,2
323608490,60,2
323611001,38,2
133233997,41,2
159756261,23,2
1248804,30,2
1249139,31,1
65828977,21,2
55587261,47,1
418723528,20,1
77511928,21,2
4531682,37,2
171263716,20,2
27203210,23,1
183334937,20,1
20204808,22,2
8932140,34,1
8932584,25,2
214328010,32,1
297201476,26,1
1251109,39,2
14120951,39,2
45637878,31,2
45638092,29,1
150946874,68,2
418731770,25,1
4532735,27,2
27206597,31,2
8934590,25,1
250161819,21,2
1252292,33,2
1252748,30,1
14123110,27,2
507040033,39,1
159760527,27,2
457529745,29,2
4534269,27,2
4534529,29,1
55594545,37,2
8935168,35,2
35405666,29,2
140856935,25,2
171284512,27,1
380142077,112,1
133238874,47,2
133244886,21,2
507062594,17,1
297238240,65,1
323674614,15,1
4536443,31,1
20211318,34,2
65841824,32,1
457556541,52,1
27211574,38,2
140866958,26,1
273014699,22,1
214357136,22,2
133246701,23,1
45645722,22,1
118181787,26,2
352480918,26,1
4537442,46,2
150962678,23,2
65846808,29,2
457577781,16,1
197745993,19,1
140871674,24,1
323684934,20,2
4538846,55,2
45657738,54,1
214361818,21,2
118186278,24,1
20216140,24,1
65848278,24,1
297270827,27,1
8940570,29,2
1256080,39,1
1256227,32,1
55614497,37,2
14130530,35,2
352489564,34,2
133258868,34,1
214369220,31,1
118190750,22,2
250196601,21,1
297272617,19,2
65852560,25,1
380224605,24,2
457594841,35,2
1257548,30,2
230686304,30,2
197760942,50,2
171304907,55,1
102138965,26,1
507119320,23,2
507149533,26,1
90298145,29,2
159778445,20,2
20218804,25,1
65853228,23,2
150974237,21,1
183382596,29,2
1258183,42,1
1258290,32,1
297291671,22,1
230687858,36,2
197761924,34,1
323691734,21,2
14136472,28,1
457611351,15,1
4547102,34,2
133260690,40,2
133261424,21,1
214381367,18,2
20221066,26,1
45701319,67,2
45701541,23,1
150976098,20,1
1259946,36,2
297293097,23,2
140883871,22,2
273079567,21,1
230690598,25,2
197782086,19,1
14137364,24,1
55634085,22,2
159790366,20,1
4551559,29,1
77584732,25,2
45702990,31,1
150976935,24,2
457620552,52,1
27228393,32,2
1260843,36,2
1260981,43,2
35432135,25,2
183392073,27,2
14138387,27,2
55634815,25,2
4552822,28,2
4553232,25,1
102146759,21,2
159801848,21,1
323736090,21,2
418854836,55,2
418854897,23,2
297308570,57,2
20224411,23,2
1264724,36,2
140892999,22,1
183397554,35,1
102149664,27,1
35444365,58,2
380264765,35,1
380277137,28,2
55638009,21,1
45717664,24,1
150984143,20,2
323736863,30,2
27234121,23,1
140894176,30,1
159805533,22,1
1266404,41,2
1266620,35,1
90331464,25,2
14145336,26,2
20228069,28,2
20232092,30,2
20232688,55,2
507356231,20,1
150985211,46,1
352592044,20,1
65876214,30,1
77604011,27,2
1267547,30,1
27238211,24,2
183402447,63,2
90335619,37,2
4557478,29,1
159815087,67,1
197814719,19,1
171324130,75,2
35457714,22,2
20233369,26,2
507363673,24,1
45721679,20,2
250245018,29,2
55642898,22,2
323742500,25,1
457695064,22,1
297347239,26,1
1268494,33,1
65878211,26,2
150992999,36,1
27240787,29,2
418868426,56,2
214408727,36,2
380314820,16,2
4557811,24,2
4558032,29,2
197817790,42,1
171325121,21,1
35459593,20,2
14151078,28,1
20235812,55,2
250246253,28,2
45726125,29,1
507373498,20,2
55644863,37,2
8951909,25,1
150995872,32,1
352601156,34,1
214412678,22,2
380322731,29,1
140904620,52,2
159819404,22,2
35463827,33,2
45726413,25,1
14158613,23,2
250249654,41,1
20241404,30,1
55646456,20,2
457703374,20,1
8952716,30,2
8953435,29,2
151009086,27,2
352607558,102,2
140907671,36,2
380338882,54,1
4561164,95,2
4561486,28,2
45727482,24,1
45727684,29,1
45728296,34,2
197828990,18,1
77633071,30,1
250252275,30,1
1273134,24,1
171333114,18,1
297370363,31,2
273128158,26,1
65900421,19,2
140914054,29,1
151019586,17,1
4563424,26,1
4563911,45,2
159827266,19,2
14161286,28,2
230752092,21,1
102185185,32,1
20248230,80,2
457715159,15,2
8956704,28,2
8958942,33,1
65913362,21,1
507512196,19,2
140926250,32,1
4564941,36,2
159831699,24,1
90365739,30,1
35469950,45,2
35471738,27,2
197842431,26,2
133288295,30,1
183438952,23,2
8959919,40,1
418989384,53,2
418990166,21,2
45739864,28,1
90371608,22,1
35478896,21,1
118276554,34,2
1275976,34,1
1275992,36,2
1276310,43,1
1276562,36,1
55658160,31,1
77663070,21,1
20255295,26,1
230785711,24,1
457755712,22,2
8964809,37,2
418991590,26,2
214430328,50,1
65922662,31,1
14166876,24,1
27264659,27,2
159837946,20,1
35482080,25,2
90373846,21,1
1277973,38,1
250312761,49,2
507549549,21,2
197849843,41,1
230786257,24,2
323792062,25,1
133300553,38,2
133300665,43,1
273163588,22,2
297388378,26,1
380452352,37,1
419025796,32,1
65923111,39,2
14168168,33,2
35484821,31,1
90374574,32,2
20257147,52,2
20257692,25,2
20258001,26,2
1279596,34,1
1280514,34,2
1280793,28,2
171347626,21,2
250316281,27,1
8967185,24,1
8967353,34,2
507554549,24,1
214435679,23,1
230794767,50,2
273170101,20,1
45756807,39,2
45757156,25,1
183450071,19,2
380456576,24,2
4568788,31,2
457818203,27,2
90375909,22,1
27275343,20,2
140938088,29,2
159847923,23,1
1282065,33,2
77669431,29,1
55674005,21,2
55674336,26,1
507564537,49,2
183453091,24,2
45769983,22,1
35500360,35,1
65931975,22,2
323808389,43,2
419043903,16,2
380479706,31,2
140942242,23,1
352682993,26,2
273170479,71,1
20259298,23,1
1282363,30,2
1282721,30,1
1282964,39,1
55677328,29,2
457925730,19,2
8970582,31,1
507565160,20,2
14173074,42,2
35502173,30,2
197860236,50,2
197860297,23,2
45779362,29,2
27277603,19,1
159850457,23,2
140947004,31,1
140947261,24,1
323826517,20,2
171351406,31,2
457928983,20,2
8973215,35,1
65942592,26,1
20267267,25,2
14174716,24,1
183464733,23,1
45785848,40,2
45786041,24,2
352690058,30,1
230824728,39,1
273182565,27,2
55678743,22,1
380503952,21,1
457930555,27,2
197862401,27,2
20269912,37,2
133310435,56,1
507580325,15,1
90395754,29,2
65949157,27,2
214501494,21,2
250351215,23,2
35514411,29,1
45788004,24,2
1285645,26,2
1285760,34,1
55683734,34,2
159861760,29,2
118317690,24,1
183469561,21,2
27280131,50,1
457941254,20,1
419123049,115,2
151055095,21,2
507612392,16,2
133311970,20,1
133314119,20,1
140957157,22,1
214511594,22,2
171361252,25,1
273192428,29,1
4578933,28,2
4579001,41,2
4579267,42,2
183470454,36,1
65956286,26,2
230852780,23,2
133315072,24,2
45792712,24,1
171372831,101,2
102228212,25,1
20274530,31,2
197874437,22,2
273204873,20,2
273205405,19,1
183472989,29,2
4583286,41,2
118332183,24,2
55688253,25,2
55688317,42,2
297478052,37,2
214530427,32,2
45793088,35,1
1288891,28,1
352708932,31,1
323853171,42,2
8981090,27,1
14187886,26,2
250395171,20,1
419158353,109,2
380539229,33,2
4583920,31,2
4584209,32,2
4584252,45,1
65962894,36,2
507668655,21,2
214530910,57,1
133320373,22,1
457988160,29,2
197876154,23,2
90413714,20,2
27288998,56,2
1289561,33,2
1289587,35,1
1289975,33,1
352711154,115,2
77685914,25,1
14188902,22,1
14188982,34,1
8982949,33,2
380541117,17,1
4585194,34,2
419185932,24,2
183489694,33,2
323861837,42,1
118349558,25,1
45796011,30,2
35545389,25,2
197878598,19,2
230869467,25,2
8984622,34,1
8984758,24,1
14190952,27,2
297499295,37,2
458012078,20,1
458012118,15,1
20285648,28,2
250422983,19,1
1291926,37,2
1292205,31,2
1292408,54,1
197891513,27,2
90424109,25,2
230871612,27,2
27292856,22,1
151066673,19,1
507696732,24,2
140989459,21,2
4588102,29,1
20286692,31,2
14195111,34,2
273241797,19,1
183504324,19,2
183504662,47,1
118365881,37,2
1294216,35,2
380572165,30,1
27294884,26,1
8992616,34,1
102273321,34,1
507702572,44,2
140991479,21,2
4590011,34,1
230884722,21,1
20288421,26,2
77701318,45,2
45806006,27,1
183505822,20,2
458032183,22,1
159891320,19,2
133325859,24,2
1295057,38,2
35564349,31,2
197897031,21,2
151072902,33,2
27299496,34,2
140994243,42,1
14202705,26,2
507718216,36,2
507721131,37,1
352748264,48,2
35565605,55,2
1296231,34,1
1296238,32,2
297555953,28,2
159894584,18,1
159894746,21,1
4592625,42,2
151074236,19,1
27301952,27,1
183507034,20,1
102280091,22,1
8998904,115,2
8998919,37,2
507724196,23,2
507724682,16,2
90432966,24,1
1297243,30,2
27306679,23,2
458093817,21,2
118393078,21,2
183515253,24,1
214583643,28,1
214583940,44,2
507727644,33,1
20294908,31,1
45821665,38,1
1297925,30,2
90439877,19,2
14205958,32,1
4596347,35,2
27308436,27,1
27308649,24,2
297572954,50,2
9002054,29,1
55712420,28,2
151082975,24,1
214585673,33,2
141015098,35,1
133333878,29,2
4596927,55,2
118396394,112,1
27312196,38,2
27312777,36,2
507754074,20,2
66005114,25,2
55714857,30,2
214588463,20,2
20301162,45,2
1300976,34,1
45835777,32,2
14211356,36,1
4600157,24,1
4600424,31,2
77746326,35,1
419239223,16,2
507774605,40,1
352774204,24,2
102288346,23,1
1302233,26,1
20303231,26,1
9012368,28,2
197939832,22,1
171430460,21,2
380643295,20,2
133339386,22,2
14211533,26,2
118401978,29,1
297605161,23,1
273284298,33,2
27316251,29,2
159917899,118,1
458119490,31,2
230925838,20,2
1303994,30,1
151099589,19,2
380644445,28,2
141022121,20,1
14212760,23,2
14213349,27,2
4601668,30,2
273291469,20,2
118413852,23,2
77751815,22,1
352778965,35,1
250488626,20,2
507792006,21,2
1304395,35,2
1304814,34,1
230933770,20,1
230933810,33,2
458141185,29,1
171432696,40,2
9019170,28,2
4605421,30,1
4605509,33,2
20313919,31,2
77756025,22,2
297627592,102,1
118418635,21,1
27319707,32,2
55725073,33,2
133346545,42,1
1305856,29,2
230939551,33,1
419294445,33,2
250519453,32,2
102316137,25,2
141025280,21,1
171435918,29,2
35605312,45,2
380672920,56,1
297629205,22,1
66026053,34,2
27320562,27,2
45850708,37,2
55726052,27,2
507800405,16,2
159936942,21,2
352798613,27,1
35606527,23,1
14221750,27,2
151109116,42,2
458169814,32,2
77759210,27,2
27325649,22,2
20324466,26,2
380715611,28,1
380716597,27,1
197949928,23,1
90468802,26,2
214642059,30,2
45860418,23,1
20325850,33,2
77761950,63,2
250545051,41,2
1309766,28,1
1310221,40,2
45862803,24,1
419301698,25,1
214648048,17,2
352815615,16,2
273333665,18,2
458225263,18,1
230949653,21,2
183539022,45,2
14226287,58,1
14226927,31,1
323943328,23,1
323943339,43,1
214649474,22,2
419308126,41,2
4611341,30,1
458228694,21,1
102325881,24,1
102326474,30,2
352830642,24,1
151114315,20,1
35613017,23,2
9029277,46,1
171453171,41,1
250553628,20,1
102327291,30,1
323967986,35,2
419315565,48,1
214656266,54,2
352835339,24,1
507843305,71,1
66040235,25,2
118473937,34,2
273337894,22,2
273342963,22,2
458235898,17,2
9031655,28,2
35617750,27,2
197989393,36,2
77781257,20,1
27336506,21,1
171456268,102,1
1312782,36,1
1312844,19,2
20332220,30,1
352839877,24,2
66044795,29,2
507849889,45,2
380810676,33,2
141040144,34,2
183551567,20,2
35618835,31,1
297660270,21,1
77784403,30,1
77785171,42,2
14234148,32,1
151118054,22,2
1313764,38,2
45900641,29,2
250568108,36,2
352851598,35,2
507869708,26,1
214679481,17,2
27340551,23,1
324022447,20,2
14234428,27,1
419340664,45,1
171462415,35,1
4618022,34,1
9038240,28,1
55750863,29,1
151123511,31,2
66057388,31,2
4618851,38,2
507884746,37,2
324026193,16,2
141053260,35,1
9039880,35,2
27345731,28,1
250578932,69,1
14242623,28,2
133380527,29,2
1317541,33,1
273372673,24,1
419385651,17,1
20342731,40,2
458293976,33,1
352875237,23,1
159961442,20,1
141056600,21,1
90516786,24,1
77826360,20,2
102375328,57,2
198003939,25,2
133381608,21,1
250583364,21,2
171477073,32,1
273373115,22,2
20344126,44,2
4624060,32,2
4624155,54,1
35636021,21,2
9042167,23,2
1318859,50,2
1318919,31,2
1319498,33,1
133383215,26,1
273381004,18,2
45908349,23,1
183568201,52,1
183568400,38,1
66065488,32,1
458336692,32,2
4627626,32,2
90522180,26,2
45914976,23,1
20348251,19,2
297698917,19,1
183585717,24,2
419456060,42,2
4630177,45,2
90535408,31,2
27372139,25,1
324092365,18,1
507928955,29,2
352886737,41,1
118516733,23,1
14249581,38,1
1321134,38,1
458379328,37,1
171493439,25,2
55760928,17,1
380872202,29,1
77841337,30,2
230988650,20,1
9046282,45,1
4631116,34,2
214782647,23,2
151152444,22,1
183594786,43,1
419478400,25,1
102410225,23,1
102410754,18,2
507946272,56,1
159975760,19,1
118522940,31,2
324103225,37,1
133399143,35,1
133399277,20,1
20353929,48,2
273406032,22,1
231003762,19,1
141071433,18,1
250603995,20,2
90543537,35,1
27377851,26,1
102412407,20,1
214788318,24,2
9047979,24,1
231006653,51,2
380881370,21,1
133402797,22,1
45920419,22,2
4636346,24,2
35659526,34,2
250604860,98,2
507966108,25,2
66101359,33,1
14254074,72,2
27382595,30,1
324132635,23,1
9049532,23,1
273429165,29,1
458415960,37,1
4642585,25,2
4643055,17,2
118533109,37,2
77855433,22,1
171514517,16,2
352975237,23,2
14256310,31,1
27385446,38,1
1327493,32,2
141100135,37,2
90551398,31,2
4645593,29,1
27386568,37,2
27386916,26,2
273434381,37,1
297764172,23,2
458440452,47,2
151160297,21,1
20364804,34,2
14257840,33,1
77870203,34,1
77870786,21,1
1329142,36,1
1329168,33,1
102424887,32,2
77871284,33,1
14258864,25,2
14259058,23,1
250629114,51,1
20369614,34,1
1330354,34,2
171520152,60,2
77872831,27,1
4647642,24,2
4647657,29,2
14259947,34,2
324158957,33,1
159987698,17,1
160006602,20,2
151165894,22,1
90560193,21,2
141102390,24,2
508063027,42,1
102430582,42,2
171523067,33,1
9062278,35,2
183624047,23,2
458482066,20,1
273444879,23,1
27396253,40,2
151169144,23,2
297776728,48,2
141104045,28,2
214825160,26,2
20372509,25,1
4652913,25,2
508069702,34,1
508074004,25,2
171524751,18,2
77881714,30,2
77882434,22,1
198082063,20,1
324173462,28,1
273447333,30,1
250634685,19,1
419570590,17,2
27399136,33,1
151171451,22,1
1335027,29,2
141105186,25,1
214827034,21,1
4654120,26,1
55792090,23,2
90588230,28,2
198097070,21,1
45950830,21,1
419585340,20,1
183634512,20,1
508095038,36,2
160015759,32,2
141110149,35,2
9067501,38,1
4655247,33,2
4655894,28,1
55795058,21,1
55795268,22,1
1336809,33,1
1337960,33,1
171530016,20,1
231075316,20,1
353019146,17,1
324196095,40,1
183635800,20,1
151174222,20,2
250638919,39,2
141112094,39,2
4656058,110,2
14272637,25,2
14272873,32,2
20383457,26,1
198099996,75,2
77891188,21,2
133419418,66,1
183637112,29,1
27407916,24,2
151176650,29,1
419664601,17,2
508137259,37,2
1341521,29,2
102455260,24,1
273476951,24,2
14274452,34,1
35702560,32,1
20386284,24,1
90592707,23,1
55801514,21,2
381039767,26,2
231092710,19,2
353024211,31,1
77898210,22,1
183647251,24,2
508151797,35,2
4659411,32,1
1342236,25,2
1342623,41,1
419678312,18,1
102457651,56,2
20387464,21,1
14278017,31,2
90594949,19,1
55802480,25,2
141127308,31,2
198106080,26,1
381047461,48,1
77899673,22,1
45974112,22,2
160030544,29,2
27415914,22,2
66146574,33,1
508154115,31,2
273483206,22,2
20387933,29,1
90602341,25,1
55818484,25,2
419693463,43,1
133426289,21,1
141134374,110,1
118580701,30,1
458627510,19,1
4661469,35,2
250666801,17,2
273486249,19,2
214912152,20,2
1346013,29,1
1346406,49,2
324236841,20,2
297835166,22,2
90603469,22,2
90603888,27,1
133426671,34,2
77907355,27,1
102470227,21,1
118584273,24,1
381064527,71,1
419709816,19,1
171570754,24,1
273490913,22,1
183665437,29,2
353053057,28,2
250674149,82,1
214922145,18,2
9085332,30,2
9085415,36,2
9085769,30,2
297836339,28,1
14284487,26,1
133432722,19,1
90611716,27,1
508160112,54,2
381069621,25,1
55835279,36,2
4663683,29,2
1347987,31,1
20395175,28,2
183669096,30,1
66154460,26,2
27429887,35,2
35718625,28,1
297840912,23,2
508166655,23,2
77924072,22,1
419750343,27,1
1349253,29,1
214928647,25,1
151195172,28,2
353076774,16,2
118601240,42,2
4667259,28,2
273509322,36,2
46027631,26,2
171575975,19,1
250683969,22,2
9091036,25,1
90629423,50,1
66167285,15,1
14296458,27,1
133439413,22,2
458694680,56,2
1351628,42,1
1351974,29,1
118603265,19,1
4667850,42,2
4668974,30,2
273511849,75,2
46030594,33,1
102493433,20,1
508206662,32,1
20399813,23,1
141146212,51,2
9093054,34,2
14297345,43,2
90630485,21,1
66169665,27,2
27440282,24,1
133447958,23,2
419853042,48,1
118613280,26,1
198170932,28,1
141147925,24,1
9094333,27,1
171588108,22,1
508258871,16,2
160064791,20,2
90640273,36,2
324307553,30,1
77966863,22,2
27449873,24,1
1353473,43,1
381155344,17,1
458731929,17,2
214938320,21,2
118616341,22,2
353109249,18,2
14300610,33,2
160067370,21,1
90641922,32,2
66174722,29,2
324312618,17,1
231157279,22,2
133452510,36,2
508276966,37,2
27451157,32,1
1354361,29,2
9094966,25,1
9094988,95,2
9095207,25,1
77987667,27,2
4672770,35,1
118617065,23,1
273537558,24,2
458750147,33,2
214938958,21,1
353131318,30,2
151211894,19,1
160071309,17,1
231162567,28,1
1355824,42,2
1355893,29,1
46038213,22,2
77994091,25,1
508307360,102,1
20407511,27,2
273542122,30,2
171593107,29,2
