id,age,sex,city,education_status,relation,relatives,love_relation,sport_fitness,job_money,history_politics,news,friends,followers,avg_likes,posts,avg_views,repost_ratio
229973813,0,2,1,0,0,5,2,2,1,1,1,2,2,1,6,2,10
284969441,5,1,1,0,0,0,1,1,1,1,1,2,2,1,6,1,9
278815876,0,2,1,0,0,0,1,1,1,0,1,1,3,2,1,6,7
473149123,0,1,1,0,0,0,1,2,0,0,1,1,1,4,1,6,0
445901560,0,2,1,0,0,0,2,0,1,1,1,5,1,1,6,4,8
280765898,2,1,2,0,0,0,3,1,1,0,1,1,1,1,1,4,0
293423856,0,1,3,0,0,0,2,0,1,0,1,1,3,1,6,2,9
449989328,1,1,2,0,0,0,2,0,1,1,1,2,2,2,1,6,5
282580520,0,1,2,0,0,0,2,1,1,1,0,1,1,5,1,6,5
509427871,0,1,2,0,0,0,2,1,1,0,1,2,1,2,5,5,8
512568515,0,1,1,0,0,0,3,1,1,1,1,1,1,2,2,5,3
257731015,0,1,3,0,0,0,2,1,1,1,1,1,3,7,1,6,0
469367711,0,1,3,0,0,0,2,1,1,0,1,6,4,2,4,5,2
447243854,4,1,2,0,4,0,2,1,1,1,1,2,1,1,6,2,10
288867899,1,2,2,1,4,0,3,0,1,1,1,1,1,1,1,6,5
456880531,1,2,1,0,0,0,3,1,1,1,1,1,5,1,6,1,5
279971154,6,2,1,0,0,0,2,2,1,1,0,1,1,1,6,2,10
235748530,0,2,2,0,0,0,2,0,1,1,1,1,1,1,1,4,4
293138996,1,2,1,0,0,0,2,0,1,1,0,2,2,1,6,3,10
294127741,1,1,3,0,0,0,5,1,1,0,1,1,5,1,6,2,10
294127741,1,1,3,0,0,0,5,1,1,0,1,1,5,1,6,2,10
491741318,0,2,1,0,0,0,2,1,1,1,1,2,1,1,6,3,8
288963407,4,2,3,0,1,0,2,1,1,1,1,1,1,1,6,1,10
297455085,1,2,3,0,0,0,2,0,1,1,1,2,2,3,2,6,6
285861159,2,2,1,0,0,0,1,1,1,2,1,2,1,2,4,6,0
275464342,1,1,1,0,4,2,3,0,1,0,1,1,3,4,2,6,5
482481354,0,2,3,0,0,0,2,1,1,1,1,1,1,1,4,5,9
294670119,1,2,1,0,0,0,4,0,1,0,0,6,1,2,6,1,10
483988181,0,1,3,0,0,0,2,1,1,0,1,2,2,7,2,6,1
452169209,0,1,1,0,0,0,2,0,0,0,1,2,1,1,6,5,10
453322543,0,1,3,0,0,0,4,1,1,0,1,1,5,1,5,3,7
297181101,1,2,1,0,0,0,2,1,1,1,1,2,1,1,5,3,9
468054987,0,2,1,0,0,0,2,0,1,1,0,1,1,1,5,2,9
500221421,5,2,1,0,0,0,1,2,1,3,1,4,1,7,1,6,0
459401189,1,1,1,0,0,0,2,1,1,1,1,1,1,2,5,6,8
287353944,1,2,1,0,0,0,2,0,1,1,1,1,1,1,1,0,10
443871420,0,2,2,0,4,0,1,0,0,0,1,2,1,2,2,6,4
490612657,0,2,1,0,0,0,1,0,1,0,0,1,1,2,4,5,0
451158311,0,2,1,0,0,1,2,0,1,0,1,1,1,7,1,6,0
466471874,1,2,1,0,0,0,2,1,1,1,1,1,1,1,1,5,0
473430115,4,1,1,0,0,0,4,1,0,1,0,1,1,3,1,6,0
481465930,3,1,2,0,0,0,2,0,1,1,1,1,2,1,6,5,7
291456066,1,1,1,0,4,1,2,0,1,0,1,3,3,5,1,6,0
478364619,0,2,1,0,0,0,2,1,1,1,1,2,0,1,5,2,10
444950968,0,1,2,0,2,0,3,1,1,0,1,1,2,3,1,6,5
291276951,1,1,1,1,0,0,2,1,1,1,1,4,3,1,5,4,9
286367678,0,1,2,0,0,0,3,1,1,1,1,2,3,1,6,2,10
245119318,2,1,1,0,0,0,1,1,1,1,0,1,1,1,6,1,10
704384,3,1,1,0,4,3,1,1,1,1,0,5,3,1,6,2,4
711490,2,1,2,0,0,0,2,1,1,1,1,4,6,2,5,6,10
711490,2,1,2,0,0,0,2,1,1,1,1,4,6,1,6,0,7
688771,5,2,1,0,0,0,1,1,1,2,2,6,6,3,5,6,7
688771,5,2,1,0,0,0,1,1,1,2,2,6,6,2,6,5,8
920482,4,2,2,3,1,0,1,1,2,0,1,6,2,1,6,2,10
932639,3,1,1,0,0,0,2,0,1,0,1,3,2,1,6,2,8
966945,5,2,2,0,0,0,1,0,1,1,1,4,2,1,6,2,8
1165171,3,2,1,0,0,0,1,1,1,1,1,5,2,1,6,1,10
1351161,3,2,2,0,0,0,2,1,1,1,1,2,2,1,5,5,9
1557802,3,2,1,0,0,0,1,1,1,1,1,4,1,4,4,6,1
1604804,3,2,1,0,0,0,1,1,1,1,1,3,6,1,6,3,7
1643375,4,1,1,0,0,0,1,0,0,2,0,2,1,1,5,4,4
1689971,3,2,1,0,4,0,2,1,2,1,1,3,1,1,6,1,9
1990696,4,1,1,0,0,0,1,1,3,0,1,2,2,1,6,4,7
2022304,3,1,2,0,0,0,1,1,2,1,1,2,5,1,6,3,4
2030094,4,2,1,0,0,0,1,0,2,1,1,3,2,1,6,1,1
2053708,2,2,2,0,0,0,3,0,0,1,0,3,1,1,6,1,10
2107034,4,2,1,0,0,0,2,0,1,1,1,5,1,1,6,2,9
2582252,3,1,1,0,0,0,3,1,1,1,1,2,3,2,3,6,7
2718233,2,1,2,1,2,4,1,1,1,1,1,2,3,1,6,1,9
2742948,3,2,2,0,0,0,1,1,1,1,1,4,3,1,6,4,7
820581,3,2,2,0,0,0,1,1,1,1,1,6,5,1,6,2,10
828928,4,1,1,0,0,0,2,1,1,1,1,6,6,3,6,6,3
3150776,3,1,1,0,0,0,2,0,1,1,1,3,3,1,6,1,7
1113856,5,2,2,0,0,0,2,1,1,1,1,2,1,1,5,3,10
1107450,4,2,1,4,0,0,1,0,1,1,1,1,1,1,4,5,3
3240182,7,1,2,0,0,0,1,0,1,1,0,6,6,1,6,5,9
3252507,3,1,2,0,0,0,3,1,1,1,1,4,3,1,6,2,7
3274649,2,2,1,0,0,0,2,1,1,0,1,4,2,1,6,1,10
3281352,8,1,2,3,0,4,1,1,0,1,1,6,4,1,5,5,8
1342433,6,2,2,0,4,7,2,1,0,0,2,3,1,1,5,2,9
1592276,4,1,2,3,4,2,0,1,2,0,1,2,2,2,5,5,3
3388942,1,2,2,0,0,0,3,0,1,1,1,2,4,1,6,2,10
1689596,5,2,1,2,1,2,1,1,1,1,1,6,6,1,6,1,7
1724392,3,1,1,0,0,0,4,1,1,1,1,6,6,1,6,2,9
1765912,3,2,2,1,1,0,1,1,1,1,1,4,2,1,6,2,3
3471094,3,1,1,0,0,0,1,0,1,1,0,2,2,1,5,1,7
1915873,6,1,2,0,0,1,1,1,1,1,1,4,3,1,6,3,9
2316967,2,1,2,1,1,2,2,1,1,1,1,6,5,3,6,6,7
2316967,2,1,2,1,1,2,2,1,1,1,1,6,5,1,6,0,5
3641373,2,1,1,0,0,0,2,0,1,0,1,3,2,2,5,3,5
2453105,7,1,2,0,4,2,1,1,1,1,1,2,2,1,6,2,8
3699572,3,1,1,0,0,0,3,1,1,0,1,2,1,3,4,6,1
2576761,3,2,2,3,1,1,2,1,1,1,1,1,1,1,6,2,4
3739592,3,1,1,3,2,7,1,0,1,1,1,6,1,1,6,1,10
2704181,3,1,1,0,0,0,2,1,1,1,1,6,4,1,6,5,6
3884550,5,1,2,0,4,8,1,1,1,1,1,3,5,1,5,5,8
3109564,10,2,2,3,4,5,2,1,1,1,2,2,2,3,5,6,4
836628,3,2,1,3,4,4,2,1,1,0,1,4,5,1,6,4,8
1671843,4,1,2,0,0,0,2,1,1,1,1,2,3,1,6,2,10
3398949,3,1,1,0,0,0,2,0,1,0,1,2,5,3,6,6,6
1927804,3,2,1,0,0,0,1,1,1,1,1,3,5,1,6,1,10
2400929,4,2,1,0,0,0,1,0,1,1,1,2,2,1,6,2,10
4528791,3,2,2,0,0,0,2,0,1,1,1,6,2,1,6,1,9
3681925,3,1,1,0,0,0,2,1,0,0,0,1,3,1,5,1,5
2514059,4,2,1,3,4,3,2,1,1,1,1,4,2,1,6,1,9
4707807,3,2,1,0,1,1,1,1,1,0,0,2,1,1,5,1,4
4687305,2,1,1,3,1,2,2,1,1,1,1,2,2,1,3,6,7
3766308,2,2,3,0,1,0,1,1,1,1,1,4,4,1,6,4,10
3819228,3,2,1,0,0,0,3,0,1,0,1,1,1,1,5,1,7
4754727,2,2,1,0,0,0,0,0,2,0,2,6,6,4,6,5,1
2868116,2,2,2,0,0,0,2,1,1,1,0,2,3,1,6,2,10
2898419,6,1,2,0,0,0,2,1,0,1,1,2,1,1,6,4,9
2898734,3,1,2,0,0,0,2,1,1,1,1,5,4,1,6,2,10
2898734,3,1,2,0,0,0,2,1,1,1,1,5,4,1,6,2,10
4831246,3,1,2,0,0,0,1,1,1,0,1,4,4,2,6,3,5
741746,4,2,1,0,0,0,0,0,4,0,1,3,1,1,5,3,3
760080,5,2,1,0,0,0,1,1,1,1,1,4,1,1,6,1,10
4944526,3,2,1,4,0,1,2,0,1,1,1,6,4,1,6,1,5
1078160,3,2,2,0,1,2,0,0,0,0,2,2,1,1,4,5,6
4142355,3,2,2,0,0,0,2,1,1,1,1,1,2,1,6,3,8
5246655,2,1,2,1,2,0,2,0,1,1,0,3,4,1,6,2,9
1469913,3,1,2,0,0,0,1,1,1,1,1,4,4,2,5,4,2
4252421,4,2,1,0,0,0,2,0,1,0,1,4,2,1,6,1,5
5286366,3,1,1,0,0,0,1,1,1,1,1,5,6,2,6,5,7
5286366,3,1,1,0,0,0,1,1,1,1,1,5,6,2,6,0,6
2167116,3,2,1,0,4,2,1,1,1,1,2,3,2,1,6,2,8
5551554,5,2,2,0,0,0,3,0,1,1,1,2,1,1,4,3,7
5590611,1,1,2,0,0,1,1,1,1,1,1,1,4,1,6,1,10
2507027,3,1,2,0,0,0,2,1,1,1,1,2,5,2,6,3,3
2512414,6,1,2,3,0,0,1,1,1,0,1,2,2,1,6,2,10
5733242,3,1,1,0,0,0,1,0,1,1,0,5,4,2,2,6,7
5878208,4,1,1,4,4,1,2,1,1,1,1,2,3,1,6,1,10
6033236,3,1,3,3,0,0,1,0,2,1,0,5,4,3,6,6,4
6199351,3,1,2,0,0,0,2,1,1,1,1,3,6,1,6,2,9
5215971,4,2,2,0,0,0,1,1,1,1,1,2,2,1,6,1,9
6349898,5,2,2,3,4,1,2,1,1,1,1,2,2,1,4,5,3
6377143,3,2,2,0,0,0,2,1,0,0,0,2,3,1,6,1,8
5381601,4,1,1,0,0,0,1,0,1,1,0,6,6,1,6,5,9
1927742,6,1,2,0,0,2,2,1,1,1,1,6,5,2,6,5,3
2813770,2,2,2,0,0,0,1,1,1,0,1,5,4,1,6,1,4
5888613,2,2,2,0,0,0,2,1,1,1,1,1,3,1,6,1,10
5010169,2,1,1,0,0,0,2,1,1,1,1,1,5,1,6,2,2
1046292,3,1,1,0,0,0,2,1,1,1,1,6,5,1,6,2,5
7573701,3,2,2,0,1,3,1,0,1,1,1,4,1,1,6,3,9
7591940,2,1,2,1,0,6,1,1,1,0,1,6,5,2,6,3,4
7664324,7,1,2,0,0,0,1,1,1,1,1,2,2,1,6,2,10
7664360,3,1,1,0,0,0,1,1,1,1,1,2,0,1,6,5,2
7683612,7,1,2,3,0,1,3,1,1,1,1,1,1,1,6,2,10
7789844,3,2,1,0,0,0,1,1,1,1,1,6,5,1,6,1,7
1798647,3,2,1,0,0,0,3,0,1,1,1,5,1,2,6,6,6
7884122,4,1,2,0,0,0,2,0,1,1,1,6,3,2,6,2,6
2098865,3,1,1,3,1,2,2,1,1,1,0,4,6,2,4,6,3
7985038,2,2,2,0,0,0,1,2,1,0,2,1,0,1,1,6,0
4428262,4,2,2,0,0,0,1,0,1,1,1,3,4,2,2,5,7
8032211,5,2,2,0,0,0,2,1,0,1,1,2,1,4,1,6,4
6673196,4,1,2,0,0,0,1,1,1,1,1,3,6,1,6,3,7
6673196,4,1,2,0,0,0,1,1,1,1,1,3,6,1,6,0,8
8169855,4,2,1,0,0,0,2,1,1,0,1,3,1,2,4,6,3
6788873,2,1,1,0,0,0,1,1,1,0,0,2,3,1,6,1,10
6815279,2,2,1,0,0,0,0,0,0,4,1,2,2,1,6,1,10
6815279,2,2,1,0,0,0,0,0,0,4,1,2,2,1,6,1,10
2482694,5,1,1,0,0,0,2,1,1,1,1,1,6,4,6,2,5
5801998,2,1,2,0,0,0,0,0,0,1,0,1,4,1,1,6,8
8377059,5,1,1,3,4,0,2,0,1,0,0,1,1,1,5,1,9
7054498,2,1,2,0,0,0,1,1,1,1,1,3,3,2,6,3,7
3809560,6,2,1,2,1,0,2,2,1,1,1,2,2,3,4,6,5
4863250,2,1,2,0,0,0,2,1,1,0,1,4,3,2,5,5,3
5961820,6,1,2,0,0,0,2,1,1,1,1,3,5,1,6,2,9
635377,4,1,1,3,0,0,1,0,1,1,1,5,5,1,6,3,7
8582080,3,1,1,0,0,0,2,0,1,1,1,2,3,1,6,1,10
912812,4,1,1,3,0,3,1,0,1,0,1,2,3,1,5,1,8
6101279,3,1,1,3,4,0,2,0,0,0,1,1,5,1,6,1,8
8729022,3,1,1,0,0,0,1,1,1,1,1,1,1,1,6,2,9
8746351,2,1,1,0,0,0,1,0,1,1,1,6,4,3,6,5,4
7551145,2,1,1,1,0,0,1,0,1,1,1,2,2,1,5,3,3
8938140,3,1,1,3,1,0,2,1,1,2,0,1,2,1,5,1,8
7908495,2,1,1,0,0,0,2,1,1,1,1,1,3,1,6,1,7
6624431,2,1,2,1,0,1,2,1,1,1,1,1,3,1,6,2,4
7976886,3,1,2,3,4,5,2,1,1,0,1,6,4,1,6,4,10
2430143,4,2,1,0,0,0,2,1,1,1,1,1,1,1,6,2,5
2430143,4,2,1,0,0,0,2,1,1,1,1,1,1,1,6,1,7
9524396,3,1,3,0,0,0,1,1,1,1,1,2,6,6,4,5,4
3651650,2,1,1,0,0,0,2,1,1,1,1,3,2,1,6,2,6
9563279,2,1,2,1,0,1,1,0,1,1,1,1,2,1,6,1,2
3721143,2,1,2,3,1,0,1,1,1,1,1,3,4,1,5,1,4
9700043,4,1,1,3,4,1,1,1,1,1,1,2,2,1,6,1,10
8364417,1,1,2,0,0,0,2,0,1,1,1,2,3,2,4,6,7
8640528,3,1,1,0,0,0,1,0,1,1,1,3,4,1,6,2,8
873678,3,1,2,0,0,0,2,0,0,0,0,2,3,1,6,2,8
7365136,2,1,2,0,1,0,1,1,1,1,0,1,2,1,6,1,8
3404264,3,1,2,0,0,0,2,1,1,1,0,4,4,3,5,6,6
7916623,3,1,1,0,0,0,3,1,1,1,1,2,4,1,6,1,7
9486365,3,1,2,0,0,0,1,1,1,1,1,3,1,1,5,1,7
6841683,2,2,1,0,0,0,2,1,1,1,1,4,5,3,6,3,6
6853209,3,1,3,0,4,0,1,0,1,0,0,3,3,1,6,3,10
5727084,2,1,1,0,0,0,2,1,1,1,1,4,6,1,6,1,10
9856550,4,2,2,0,0,0,2,0,1,1,1,2,1,4,3,6,1
11699781,1,1,1,1,1,1,2,0,1,0,1,4,4,1,6,5,9
7315238,3,1,2,3,0,1,1,0,1,1,1,5,3,3,4,6,6
5973759,3,2,1,0,0,0,2,1,1,1,1,3,5,1,6,1,9
11715101,2,1,2,0,0,0,2,0,0,0,1,2,3,2,1,6,8
10175863,2,2,1,3,0,5,1,1,1,1,1,1,2,1,6,1,9
10266204,2,2,1,0,0,0,1,1,2,1,1,2,1,1,5,2,10
6198848,2,1,1,0,0,0,2,0,1,1,1,3,6,7,5,6,2
11893202,6,1,1,0,0,0,1,1,1,1,1,6,3,1,6,4,8
3203666,5,2,1,0,4,0,1,1,1,1,1,6,1,1,6,1,10
1089822,5,1,1,0,0,0,2,1,1,1,1,3,2,1,6,5,1
10491885,5,2,2,0,0,0,1,1,2,1,1,1,6,1,5,3,6
6315434,5,1,1,1,4,4,2,1,1,1,1,1,2,1,6,1,7
12466793,6,1,3,1,1,0,1,1,1,1,0,2,2,1,6,1,10
10952716,2,1,1,0,0,0,3,1,1,1,1,1,4,1,6,1,8
8218877,4,1,1,0,0,0,2,1,1,1,1,2,2,1,6,1,9
11470326,4,2,1,0,0,0,1,1,1,1,1,1,3,1,6,1,10
13010771,2,1,2,1,4,5,2,1,1,0,1,1,6,1,6,2,8
13102972,7,1,2,0,0,0,1,1,1,2,1,1,2,1,6,1,10
13148540,3,2,1,0,0,0,3,1,1,1,1,1,4,1,6,2,10
13102298,3,2,1,0,0,0,1,1,1,1,1,4,4,1,6,2,4
11678598,2,1,1,0,0,1,2,0,1,1,1,1,1,1,5,1,9
8671085,3,1,1,0,0,0,1,1,1,1,1,3,1,1,6,3,7
13377753,4,2,1,0,0,0,1,1,1,0,1,1,1,1,4,2,1
13414401,2,2,1,0,0,0,2,1,2,1,1,2,2,1,5,1,2
13430809,5,1,1,0,1,1,1,1,2,0,1,5,3,4,6,6,1
10431527,2,2,2,0,0,0,2,1,1,0,1,2,4,2,5,5,7
13584363,2,1,1,0,0,0,1,1,1,0,1,1,6,4,1,6,0
12231255,3,2,1,0,0,0,1,1,1,1,1,3,2,1,6,1,9
12255804,2,1,2,0,0,0,1,0,0,0,0,1,2,1,6,1,4
10830283,2,1,1,0,0,0,3,1,1,0,1,1,3,1,6,1,10
12494841,1,2,1,0,0,0,1,1,1,0,1,6,3,1,6,3,6
9455574,2,1,1,0,0,0,2,1,1,1,1,2,3,5,5,5,3
11097448,3,1,3,0,0,0,2,1,1,1,1,2,2,2,5,3,5
2421073,4,1,2,0,0,0,1,0,0,0,1,3,2,2,5,3,9
11140685,2,1,1,3,0,2,2,1,1,0,1,3,3,2,5,5,4
11325854,2,1,1,0,0,0,2,1,1,0,1,2,6,1,6,1,10
11325854,2,1,1,0,0,0,2,1,1,0,1,2,6,1,6,0,9
12885744,3,1,2,0,0,0,2,1,1,1,1,2,1,1,2,6,10
9676895,1,1,1,1,0,5,2,0,1,1,1,4,4,1,6,2,8
7155241,7,2,2,4,0,0,2,1,1,1,1,6,0,3,6,5,7
6081308,3,1,2,0,0,0,2,1,1,1,1,2,4,1,6,1,9
3184341,3,2,1,0,0,0,2,1,1,0,1,6,1,1,5,2,7
4079131,2,2,1,0,0,0,1,1,1,0,1,2,2,3,5,5,2
13496007,4,1,1,0,0,0,1,0,1,1,1,3,6,1,6,1,10
13496007,4,1,1,0,0,0,1,0,1,1,1,3,6,1,6,0,10
13650068,5,1,2,0,0,0,1,1,0,1,1,5,5,1,6,2,9
13812970,3,1,1,0,0,0,2,1,1,1,1,3,5,2,6,6,10
13875084,2,2,1,0,0,0,1,1,1,1,1,1,1,1,6,1,9
13886103,4,1,1,0,0,0,2,1,1,0,0,1,1,1,6,1,10
6647303,1,2,1,0,0,0,2,0,1,0,2,1,3,2,5,5,6
16169707,2,1,2,0,4,1,2,0,1,0,0,4,2,1,6,2,9
9425502,7,2,2,0,0,0,1,1,1,1,1,2,0,1,6,1,9
8083351,2,1,1,1,0,1,2,0,1,1,1,1,5,5,5,5,6
11276859,4,2,2,3,1,0,1,2,1,0,1,3,2,1,6,3,7
9648830,2,1,1,0,0,0,0,0,1,0,2,4,3,2,5,1,2
4721037,3,1,1,0,0,0,2,1,1,0,0,3,1,1,6,1,9
16668728,6,2,1,0,0,0,1,1,1,1,0,5,3,2,5,4,1
8385927,4,2,1,3,1,2,1,1,1,1,0,2,1,1,4,3,8
14816438,3,2,1,1,1,2,1,0,1,0,1,3,1,1,5,1,0
17187549,2,1,1,0,0,0,1,0,1,1,1,3,3,2,5,6,7
17209560,3,1,1,0,0,0,2,0,0,1,1,2,2,1,6,2,8
8910164,4,2,1,0,0,0,2,1,1,1,1,3,2,3,4,5,1
17527816,2,1,1,0,0,0,3,1,1,1,1,2,4,1,6,1,8
17574823,6,1,1,0,4,2,1,0,0,5,1,6,6,2,6,6,6
17714704,3,1,1,3,0,0,2,1,0,0,0,1,1,1,5,4,10
15760349,2,1,1,0,0,0,1,1,1,0,1,6,6,1,6,1,9
10718286,2,2,1,1,0,5,1,1,1,1,1,4,3,1,6,1,7
12404262,7,1,1,0,4,4,1,0,1,2,1,3,2,1,6,1,10
10879482,2,1,1,0,0,0,2,1,1,1,1,1,6,5,4,6,2
16093967,4,2,3,0,0,0,1,0,2,1,1,4,2,1,6,3,8
18019973,3,1,2,1,0,1,1,1,1,1,1,2,3,1,6,2,10
11136837,2,1,1,3,0,0,0,0,0,1,1,2,3,3,5,2,6
18227665,4,1,1,3,0,3,1,1,1,1,1,5,5,1,6,4,8
18239595,2,1,2,1,4,4,1,1,1,1,1,5,6,3,6,6,2
9545010,2,1,1,0,0,0,2,1,1,1,1,5,3,2,6,2,3
12702460,3,1,1,0,0,0,3,1,1,1,1,1,4,1,6,3,7
14448827,2,1,2,0,0,0,2,1,1,1,1,5,5,1,6,4,7
14547236,4,1,1,3,4,1,1,1,1,2,1,6,4,1,6,5,6
3923115,3,2,2,0,4,6,2,1,1,1,1,3,2,1,6,1,10
18722727,2,1,1,0,0,0,3,1,1,1,1,1,3,1,6,1,9
13292859,3,1,1,0,0,0,2,1,1,1,1,3,2,1,6,1,8
18882431,1,2,2,0,2,4,1,0,4,0,1,1,1,2,4,6,6
17392783,4,2,1,0,1,0,1,0,0,2,2,2,1,3,1,6,0
19214589,2,1,1,0,0,0,2,0,1,1,1,5,6,4,5,6,1
15359689,3,1,1,0,0,0,3,1,1,1,1,2,3,1,6,1,10
17437744,2,1,2,0,0,0,2,1,1,1,1,3,6,2,6,3,7
6359132,4,1,1,0,0,0,3,0,0,0,0,3,1,1,5,5,10
15680916,2,1,2,0,0,0,2,1,1,1,1,3,3,2,6,5,2
17671434,2,1,1,0,0,0,1,0,1,1,1,2,5,3,4,6,5
13712826,7,2,2,0,0,0,1,1,1,1,1,1,2,1,6,2,8
15904328,4,2,2,0,0,0,1,0,1,1,1,3,6,3,6,6,5
19853715,5,1,2,0,4,1,2,0,0,0,1,3,0,7,2,6,1
19878890,3,1,2,0,0,0,2,1,1,1,1,3,3,1,6,2,7
20137333,1,1,2,0,0,0,1,1,1,1,1,6,6,2,6,4,8
16507375,1,1,2,0,0,0,1,0,2,0,1,1,3,5,1,6,0
14579604,4,2,1,0,0,0,2,1,1,0,1,4,1,1,5,2,10
20410060,2,2,3,2,4,4,1,1,1,1,1,6,3,4,5,6,2
14644574,4,1,3,0,0,0,2,1,1,1,1,1,2,1,6,2,7
18576495,2,2,1,1,0,1,2,1,1,1,1,3,2,1,5,0,4
20570982,3,2,1,3,0,0,1,1,1,1,1,3,2,1,5,2,8
20631787,2,2,2,0,0,0,2,1,1,1,1,4,2,4,4,6,3
13244990,3,1,2,0,0,0,4,1,1,1,1,5,5,1,6,2,8
19016233,2,2,1,0,0,0,2,0,1,0,0,6,2,5,2,6,7
8815871,3,2,1,0,0,0,1,0,1,2,1,4,4,1,5,6,3
19274633,2,1,2,0,0,0,1,2,1,1,1,2,5,1,6,2,9
19318630,3,2,1,0,0,0,2,1,1,1,1,2,2,1,6,2,8
21351492,5,2,2,0,0,0,1,1,1,1,1,3,1,3,5,6,2
17806532,3,1,2,0,0,0,1,1,1,1,1,3,6,2,6,5,6
21581852,2,2,2,0,0,0,1,1,1,1,1,2,2,1,6,3,4
10908925,2,2,1,0,0,0,2,1,0,1,1,2,1,1,5,3,6
16123215,3,1,2,0,0,0,2,1,1,1,1,3,4,4,5,6,5
5513810,5,1,2,0,0,0,3,1,1,1,1,6,6,3,6,6,9
18418060,10,1,2,0,1,2,1,0,1,1,2,2,1,1,6,1,10
20330043,2,1,1,0,0,0,2,1,1,0,1,2,3,2,6,2,7
20506220,2,2,1,0,0,0,1,0,0,2,1,5,5,5,5,6,2
16874457,1,1,2,0,0,1,1,1,2,1,1,1,3,3,4,6,6
22386554,1,2,2,0,0,0,1,1,1,1,1,4,2,7,4,6,1
18708725,3,1,1,0,0,0,3,1,1,0,1,2,3,1,6,4,8
20576018,2,2,1,3,0,0,1,1,1,1,1,3,2,1,4,6,7
22598501,3,1,3,0,0,0,3,1,1,0,1,6,6,4,4,6,2
22626636,5,1,2,0,0,0,2,1,1,1,1,2,3,1,5,5,9
22626636,5,1,2,0,0,0,2,1,1,1,1,2,3,1,6,2,9
17118651,2,2,1,1,0,1,2,0,1,1,1,3,2,1,6,1,5
11803756,3,2,1,0,0,1,1,0,1,0,0,1,1,1,6,1,10
17167441,3,2,1,0,0,0,2,1,1,1,1,2,2,1,6,2,10
20761524,2,2,2,0,0,0,2,1,1,1,1,6,6,1,6,1,9
23213407,4,1,2,0,0,0,1,1,1,1,1,3,2,1,6,1,10
17645278,6,1,2,3,0,3,1,0,0,1,0,1,1,1,6,2,8
21265578,3,1,3,0,0,0,1,1,1,1,1,4,5,2,6,3,7
23310516,11,1,2,0,4,3,2,1,1,1,1,4,1,1,6,1,10
21430207,6,1,2,0,0,0,2,1,1,0,1,4,4,1,6,3,9
6571391,3,1,3,0,0,0,1,0,1,1,1,3,4,1,6,3,6
17870568,2,2,1,0,0,0,1,2,1,1,1,6,6,3,6,5,7
19640493,4,2,2,0,0,0,1,1,2,0,0,2,1,1,6,1,9
19815519,3,1,1,0,0,0,1,1,1,0,1,2,5,1,6,3,10
21710807,1,1,2,1,0,5,1,0,1,1,1,2,5,3,5,4,6
23933449,2,1,3,0,0,3,2,1,0,0,1,1,2,1,5,1,6
12578355,3,1,2,0,0,3,2,0,1,1,1,2,2,1,5,3,3
16201098,3,2,1,3,1,3,2,1,1,1,1,3,3,1,6,3,7
23948375,4,2,1,0,0,1,1,1,1,1,1,4,1,2,5,5,6
12600233,4,2,1,0,0,0,3,1,1,1,1,3,3,1,6,1,10
23943662,1,1,2,0,0,5,4,1,0,0,0,2,3,5,1,6,10
21782448,3,1,1,0,0,0,1,0,1,1,0,5,3,3,6,5,2
19894367,3,2,1,0,0,0,2,0,2,0,1,1,1,1,6,2,9
16569284,5,1,1,0,0,0,1,1,0,2,1,2,3,1,6,2,7
22189397,2,2,2,0,0,0,2,0,1,1,2,2,2,2,5,5,5
8560791,2,1,1,1,0,0,2,0,1,1,1,1,2,2,5,5,3
26522897,1,1,2,0,0,0,2,0,1,0,0,1,2,3,3,6,10
26526555,8,1,2,0,1,1,2,1,1,1,1,1,2,1,5,2,7
26540002,6,1,2,0,2,1,2,1,0,1,1,1,1,1,5,2,10
6140233,7,1,1,0,4,2,1,1,1,1,1,6,2,1,6,1,10
26554476,3,2,1,0,0,0,1,1,1,1,1,3,5,1,5,2,4
26563026,3,2,1,0,0,0,1,0,1,0,1,2,1,1,6,1,9
22767344,4,2,2,0,0,0,2,0,1,0,1,1,1,1,1,3,0
20890807,6,2,2,0,4,2,1,0,1,0,1,1,1,1,5,2,5
20909921,7,1,2,0,0,0,1,1,1,1,1,1,1,1,5,3,9
19109094,3,2,1,0,0,0,1,1,1,1,1,5,2,2,5,6,6
26619873,1,1,1,1,0,0,2,0,1,1,1,5,3,2,6,3,7
17472946,2,2,2,0,0,0,2,1,1,1,1,2,3,1,6,1,10
26980586,1,1,2,0,2,3,2,1,1,0,1,3,3,1,6,1,9
19321250,1,1,2,0,4,5,2,1,1,1,1,6,2,1,6,0,9
21178306,2,1,2,1,1,1,1,1,1,1,1,6,6,1,6,1,10
17557467,2,1,1,0,0,0,1,0,0,0,0,0,1,1,5,1,10
23378769,2,2,2,0,0,0,1,1,1,1,1,2,3,1,6,1,8
16060256,7,1,2,0,0,0,1,1,1,1,1,2,3,1,6,2,9
23845293,1,1,2,0,0,0,3,1,1,0,1,2,6,2,6,2,5
21864708,0,1,2,0,0,0,2,1,1,1,1,2,1,6,2,6,2
20049969,3,1,2,0,0,0,2,1,1,1,1,1,3,1,6,1,7
16532290,5,1,1,0,0,0,2,1,1,1,1,2,1,1,6,2,10
16532290,5,1,1,0,0,0,2,1,1,1,1,2,1,1,6,2,10
