A,C,D,H,I,O,T
old,none,0.0,none,103.601082941429,397.868370218519,643.245371488957
young,none,0.0,none,79.2311043217106,61.8432212849611,244.713291616457
adult,mild,0.0,none,156.561221160308,179.026417522627,456.872882040274
young,none,0.0,none,115.887064052347,62.7771511729865,303.045563570035
young,none,0.0,none,147.932841056346,53.136089474853,343.91349427484
old,none,0.0,none,106.551102495217,397.715486400605,652.421012464898
adult,none,0.0,none,150.255848667115,156.880092090366,442.577994853681
young,none,0.0,none,90.4143468478499,51.4400237515603,263.586300182341
young,mild,0.0,none,179.252380613369,58.9355028194583,365.200890072508
young,none,0.0,none,100.881842425926,58.5873219367216,290.362669287464
young,none,0.0,none,90.6712226147197,45.1193543910743,266.106075565072
old,mild,8.1200617066536,any,4590.17888089515,399.117017385896,5222.05587848116
young,none,0.0,none,139.634626466837,48.5714188008779,294.636879675108
adult,severe,6.11173973082635,any,4896.05429531238,186.686915054173,5303.8687858
young,none,1.2707645598363,any,485.910347427632,62.9388079140994,680.525978345589
adult,none,0.0,none,44.7762222645215,188.499790014,342.215176099026
young,none,0.0,none,151.973619940602,70.7487818524342,347.894730811051
old,none,8.39372243896748,any,2644.23204977445,319.893731425095,3149.09592280375
young,none,0.0,none,60.1700544127641,53.0101844467975,231.680520521996
adult,none,0.0,none,98.8376671077344,205.127139868075,429.562420192553
old,none,0.0,none,88.9659363377321,362.226507055196,585.661975335574
young,none,0.450452217780857,any,253.336135496902,59.3903701671464,443.310040368314
old,none,0.0,none,107.541541257722,404.455153866386,664.035265475439
young,none,0.0,none,61.4661301645055,45.9073582999685,226.245895219662
adult,none,0.0,none,140.286012895739,149.545630476071,414.883982702522
adult,none,0.0,none,70.366410098512,193.556257156452,397.991099813421
young,none,0.0,none,86.2493093670379,43.4942956413348,256.002802506337
young,none,1.53824716235142,any,532.655533388667,70.2923275561157,740.090805789575
young,mild,0.0,none,96.4196452352969,68.0088357243502,297.896191551565
adult,none,0.0,none,55.1810228039898,190.547228772379,382.760591466454
old,mild,5.74256445189208,any,3336.23165641468,300.431189325911,3847.97747769315
young,none,0.930490154356774,any,356.504539435244,54.1240046302314,534.198335791099
old,mild,0.0,none,20.0141933940976,319.408196190717,468.903268553097
old,mild,0.0,none,192.356058425439,332.02051645749,659.580774525175
adult,mild,0.0,none,150.463349982868,178.872061965824,439.638639143873
adult,mild,0.0,none,-21.1094609108459,190.068873368124,283.71429438493
old,none,5.93378766420293,any,1868.16520664608,340.349909969123,2384.18681660977
young,none,0.0,none,155.047563616013,73.4351245887974,347.365960291355
young,mild,0.0,none,107.542126862162,61.0525638707884,283.994857333763
adult,none,0.0,none,98.6554861479758,209.25069499574,445.223698433651
young,none,0.0,none,74.9375565900525,71.8406995710234,273.866617769433
adult,none,4.35554506697455,any,1448.43852137087,200.363427692796,1807.59018204635
adult,none,0.0,none,149.837194739098,225.234241635564,507.824631176561
young,none,0.0,none,92.4014391322583,64.0092001773127,282.651730335531
young,none,0.0,none,78.869902119917,72.7010555695701,269.49391624366
young,none,0.0,none,19.7775262140218,46.8886951628475,190.997596393871
adult,none,3.86653456675864,any,1342.60554097837,186.019325707894,1674.5474722122
adult,none,0.0,none,43.2200597772352,197.755316801146,362.474352208831
adult,none,0.0,none,68.3730873308997,207.845493669938,419.041169329174
adult,none,0.0,none,89.9475649403856,170.093152171676,406.654623822365
adult,none,0.0,none,78.0508002387072,163.221277270202,355.474826253486
adult,none,0.0,none,102.084649891414,178.211944796998,413.399021236658
adult,none,0.0,none,117.042512938361,165.457061453251,412.30967815023
old,mild,7.25746421940365,any,4168.71450945555,368.616869139952,4761.01867549212
adult,none,1.87046029647697,any,635.734025925433,202.21310931267,973.771229468177
adult,none,0.0,none,101.039258227579,185.549245905087,408.663199605656
young,none,0.843806944261209,any,379.692955822483,49.5500579352279,562.121074558932
adult,none,0.0,none,114.598703276475,161.840706199089,426.781783354752
adult,severe,0.0,none,-77.472012251106,144.305780363442,201.883702129641
young,none,0.0,none,153.519743589731,44.229494283483,321.005927044374
old,mild,0.0,none,128.694426329618,310.462221914978,551.451338071221
adult,none,3.3271717093961,any,1046.85410916236,176.841455689882,1365.82995285482
young,none,0.0,none,102.427572513733,58.0137487687279,298.061295240459
adult,mild,4.02899834506082,any,2338.67031002565,189.110671661226,2704.24694735495
adult,none,0.0,none,98.5246957823598,192.890734854667,423.374867586984
adult,none,0.0,none,99.6125513417233,173.474249593017,390.436983717801
adult,none,2.28310245348448,any,800.663142908921,173.866092528542,1125.14225691375
young,none,0.0,none,86.4540243034843,65.4184076241642,274.077439801985
adult,none,3.93705427843719,any,1275.00028040527,190.910110707438,1633.28412000769
young,none,0.0,none,94.0317398991729,62.7971709404788,288.480618805846
adult,mild,0.0,none,197.125442696684,181.531425325445,524.945378682931
young,none,0.0,none,123.29989965327,46.9596974888233,286.168696292055
young,none,0.0891692133033225,any,106.683396430087,71.5943138584452,299.899006083702
adult,mild,0.0,none,59.6887043161752,148.208445431954,341.351450267864
young,none,0.0,none,103.871184658731,53.5137987421617,275.20375359547
adult,mild,0.0,none,133.917430928621,199.690145137502,483.2738620511
old,mild,0.0,none,149.346009061471,339.016120198262,618.519659603013
adult,none,0.0,none,111.790455611821,173.732666794525,413.85454339487
young,none,0.0,none,66.6212026647399,43.9749721422338,232.577671581731
young,none,0.0,none,90.0519139306595,53.7576052468249,273.026241004049
young,none,1.01195807177397,any,434.551263390837,43.0819805064044,581.449862540444
adult,none,0.0,none,145.483843459455,185.047374734911,469.146188794301
young,none,0.0,none,120.380536540841,38.0260821504393,289.634159440005
old,none,0.0,none,68.9816551489173,352.406165998244,559.17481897373
adult,none,0.0,none,100.245098250548,199.55526784044,432.384218526378
young,none,0.96558894407333,any,429.993762982023,72.0769987027136,645.86551240799
adult,mild,0.0,none,62.3565361255022,173.025531770049,345.045016888636
young,mild,0.0,none,64.2317977180216,58.2516768114277,250.013976682877
young,none,0.0,none,67.4953644402439,64.2614537258687,264.25097518895
old,mild,10.8298231473027,any,6161.70781097842,331.284612883894,6747.80307120027
young,none,0.0,none,96.9146885864847,50.0028631509776,267.348720485232
old,mild,0.0,none,80.8028034769774,327.045207006948,524.647733754067
adult,mild,3.76497737972383,any,2125.71251738562,144.270223234199,2445.54149386536
young,none,0.0,none,117.210829011111,59.3385335097278,294.821151504731
young,none,0.0,none,109.216400495558,59.4338986792853,293.541565457567
adult,none,0.0,none,155.233587065245,198.353126402271,484.967187264122
young,none,0.0,none,144.291496443538,73.8691357399698,339.63095146712
adult,mild,4.54678223451286,any,2540.30307411644,197.873562358885,2926.00294997213
young,none,0.0,none,99.1499835788507,58.9555986684155,280.339859070828
young,none,0.0,none,45.9077245513598,77.0454972280491,252.620749562119
old,mild,0.0,none,159.625019779873,339.831763600527,647.900545685108
young,none,0.0,none,53.3476515494378,65.4678989777146,253.300003264268
adult,mild,0.0,none,204.946188261489,171.207459658742,506.964876857953
young,none,0.0,none,105.115212157133,50.6968999393034,295.27922248671
young,none,0.0,none,78.9819044345522,56.6600200184192,258.275566009583
adult,none,0.0,none,136.679476250137,159.865454668521,435.534329500215
adult,none,0.0,none,68.7433255857482,150.278618387411,355.756600429401
adult,none,0.0,none,67.2479285152442,170.508221365071,368.189472188344
young,severe,0.0,none,9.36396703409328,60.5957582794625,204.995168679635
adult,none,3.79126752362941,any,1236.42056163965,182.07528036642,1555.39877994419
young,none,0.0,none,111.288928216824,64.0982034184326,295.711582655587
old,severe,9.34485218070189,any,7440.97263164448,338.865810860904,8076.23561611131
adult,none,0.0,none,62.5838134634643,189.312518540307,381.487781843022
adult,none,0.0,none,52.688452605073,181.382053895436,352.261779040228
young,none,0.0,none,85.7160841371296,76.6281317285254,290.955215710286
adult,none,0.0,none,77.9680537012636,156.989886401711,364.500807248918
adult,severe,0.0,none,318.87547363132,200.401850430869,658.624741000991
adult,mild,0.0,none,9.53868042707371,181.662395307752,316.261486116553
adult,none,3.54294881777948,any,1114.47827947935,199.657359406503,1471.15550099641
old,mild,0.0,none,145.240975606604,374.160775536621,677.510087649749
young,none,0.0,none,117.971266850008,55.4730362551722,313.061727464729
young,none,0.0,none,125.034890200181,55.3884084381136,303.742405554993
old,mild,0.0,none,127.354042051553,372.826922938939,639.011474234815
young,none,0.0,none,116.229459851793,56.3018169483872,295.485382142834
young,none,0.0,none,87.7023341966987,68.1949795660234,278.380343993188
adult,none,0.0,none,114.175299897299,206.901297990475,428.73412059257
adult,none,0.0,none,144.324844281098,216.023068830392,484.215773081437
young,mild,0.0,none,43.2671107821334,52.5655197737767,211.85896096654
old,mild,7.99613525817448,any,4503.97246900207,408.978261064573,5135.28901084033
young,none,0.0,none,115.83456100188,48.5649962838929,294.827446249596
adult,none,3.29022732233616,any,1071.79467966255,198.927185198365,1425.8642728355
young,none,0.846555116451313,any,324.514240421981,66.32501348118,527.685478155471
adult,mild,0.0,none,93.9643125930563,181.265690716447,427.189455671148
adult,none,0.0,none,117.144892493177,182.493304356139,442.630411288869
adult,mild,0.0,none,18.9709853853637,165.049433539647,311.510462880677
old,mild,0.0,none,73.3109186001797,325.593683057908,541.091125461522
adult,none,4.32205459184468,any,1419.42276491051,224.939634622449,1796.79789752134
young,none,0.0,none,84.7104873329772,59.7522670375817,266.224457101046
young,none,0.0,none,61.951527436497,52.8284459349004,234.763934066059
young,none,0.0,none,74.3275100311495,53.4268008349712,241.82404241923
adult,none,0.0,none,96.1762167642358,166.326626221041,393.978435067094
adult,none,0.0,none,127.892839970583,221.482281415586,488.053791462834
adult,none,0.0,none,71.0397211052157,142.337611922209,338.254963419371
adult,none,0.0,none,98.8787578848738,170.709480924323,398.030917121836
old,none,8.41223138020759,any,2636.60091139475,268.096696660797,3081.53201877011
adult,none,0.0,none,114.463525225647,202.622314626684,443.375910660699
old,none,6.62236948805418,any,2100.30656417501,365.735819295596,2658.60253144032
young,none,0.0,none,73.4422107889187,51.5993313011383,242.930697873423
young,none,0.0,none,116.049912892867,56.5552411055256,298.42242460212
young,none,0.0,none,115.230350185637,66.1920396999492,309.361298936144
adult,severe,5.85475713447146,any,4744.84302440581,176.792599939319,5148.64922029298
young,none,0.0,none,110.912663650721,45.4346720140293,287.256726004426
adult,none,3.73597947300135,any,1256.53628662314,198.201007545436,1618.70638309267
young,none,0.0,none,111.481661746377,56.2127096051146,289.929950003219
old,mild,0.0,none,80.5830432358859,371.909198511395,600.853840423317
adult,none,0.0,none,66.5529223820552,175.065649346951,370.712632738173
adult,none,0.0,none,57.243700292488,175.271078654066,369.446785335578
young,none,0.0,none,112.84437555642,65.6806951971113,302.403989471291
adult,none,0.0,none,66.2215975673122,193.866132383476,383.569917748821
old,none,6.33536488617463,any,1994.64375650447,335.022314705629,2499.67833105295
young,none,0.0,none,114.43858085426,52.8671345546135,279.665913268318
adult,severe,4.32937916754826,any,3608.7850099473,175.418915493653,3989.64540768663
young,mild,0.0,none,98.7571361435145,64.5066594553213,299.9712134911
old,mild,0.0,none,218.999829471656,314.713066113431,666.185088073169
young,none,0.0,none,78.173858949359,72.1234245600845,285.654086980745
young,none,0.0,none,80.363755105676,54.7117686123843,244.652304848829
young,none,0.0,none,90.7940180318379,54.0579277290883,280.093795450968
young,none,0.0,none,111.636854311981,64.7738765040693,305.269637516697
adult,mild,0.0,none,33.2075956734386,171.128818066896,324.358604789726
adult,none,0.0,none,170.259237013813,237.664826615858,551.302720298103
young,none,0.0,none,68.656287406706,58.20082646447,265.988817230666
old,mild,0.0,none,146.095034076497,355.579176598319,648.118040173889
old,mild,4.81035483415082,any,2775.51517766975,372.304927033296,3338.68473683503
adult,none,0.0,none,68.3324192017457,196.27445164673,393.632597636882
adult,none,0.0,none,147.67092864903,185.335497428473,467.300092809154
adult,none,0.0,none,65.2681521391962,166.37743186553,357.874609729153
adult,mild,2.68808411066545,any,1586.41274005016,153.886707316689,1904.31356171546
young,none,0.0,none,78.9227096574072,54.6499233959286,252.300507851852
adult,none,5.63582390054214,any,1779.92105936271,204.33585578559,2157.4364370096
adult,none,0.0,none,102.657582371821,155.919537665241,377.72977618108
adult,none,0.0,none,150.136249521102,158.522765740331,435.964288801454
old,none,6.94914111918166,any,2161.89604939048,333.383600497089,2682.25111246046
young,none,0.0,none,139.447276315113,73.4253305041436,333.964933845863
adult,none,4.47821253384109,any,1460.11533380281,172.988353123041,1792.3570756532
adult,severe,0.0,none,139.621135876928,180.316235985159,439.325634127516
adult,severe,0.0,none,240.428468646482,164.853014434636,538.581877783113
adult,none,2.77344183793148,any,909.243478868039,155.586689989491,1218.96889037043
adult,none,0.0,none,76.1929421385858,217.811455262869,431.665851007466
young,none,0.0,none,164.175172783752,77.9920096240557,354.947350476248
adult,none,0.0,none,106.547200293034,180.677543707523,424.092671317625
old,none,0.0,none,102.542625643805,316.689192706859,559.667812636811
old,mild,0.0,none,52.9088113840748,401.595199534661,599.315527101737
adult,none,3.53807416145568,any,1116.5991624857,194.297991467138,1451.85702741493
adult,none,3.77548378401079,any,1267.78159587481,138.882651092965,1562.18854721374
adult,mild,0.0,none,112.289623255204,161.39650002629,393.934477675514
old,none,0.0,none,103.131392262695,347.210056731557,618.231316839991
young,none,0.0,none,111.836677539797,61.8771979799575,292.897281312701
old,mild,0.0,none,118.109195263552,291.864483715277,548.784701324567
adult,severe,0.0,none,120.353857543524,211.99585433075,461.273595986088
adult,none,0.0,none,79.385429155792,186.75788848436,388.244104487789
old,none,7.38315668748446,any,2300.36772815068,349.827360345829,2843.94495693927
young,none,0.538341584388921,any,225.93138163268,66.7048257080849,408.06702444366
old,none,4.47141350715846,any,1442.38328132487,364.411114909411,1972.42667320455
young,none,0.0,none,135.351745937938,60.379827189738,321.089497657829
young,mild,0.0,none,82.1121252048972,55.820722571546,270.738666140799
old,mild,0.0,none,139.348924101617,333.274051047048,602.153483041061
young,mild,0.0,none,263.586488120689,72.4164306492502,446.587597996038
adult,none,0.0,none,95.611809957653,178.617810948563,381.43111177757
young,none,0.0,none,108.521801391314,74.1936358894057,301.415091077301
young,none,0.0,none,139.918396229363,70.5910959175065,344.692831423687
old,none,0.0,none,74.5543403338267,363.461833107097,578.807550679374
adult,none,4.69874233777125,any,1548.3444642146,186.122936181518,1881.7476471793
adult,mild,0.0,none,162.663471896226,183.613754374379,488.763930704674
adult,mild,0.0,none,34.4614686095654,221.606080961188,387.056079196224
young,none,0.0,none,140.540701051637,34.5115375017654,300.121518739654
adult,mild,0.0,none,32.4920899367539,170.002906566461,320.157798318214
young,none,0.0,none,119.557792517681,68.0463642937721,317.123726377217
old,none,10.0856913954343,any,3093.67062354466,304.843790770308,3593.31321176145
young,none,0.0,none,137.024317363748,62.0447694907952,323.580863521673
adult,none,0.0,none,98.273112132481,176.624804795264,393.528156819778
young,mild,0.0,none,166.339287120017,73.5462062056075,363.54458285192
adult,mild,4.41163579192778,any,2547.78093875945,192.404257808657,2905.63118871959
old,mild,0.0,none,86.9006641850156,363.587945875634,589.200580769012
old,none,8.14366268465364,any,2567.64870288013,416.776165042911,3184.73439235411
old,mild,6.84690971423842,any,3817.3955665245,315.367492624458,4343.04857927444
old,none,0.0,none,91.4675229346292,328.015669465063,564.715037757382
adult,none,0.0,none,91.4124552443415,192.581373341007,419.523054724036
young,severe,0.0,none,70.7016831692386,52.877314191874,256.348565642375
adult,none,0.0,none,130.220473232314,159.385268711092,426.077557885592
adult,mild,0.0,none,128.798188416442,176.59941245628,418.911556181034
young,none,1.46460414833689,any,550.088587745994,65.9726704178235,744.476086284871
old,none,0.0,none,9.63412856458075,336.299575896194,480.107020594727
old,mild,0.0,none,111.973987923299,357.840334879914,613.748267597672
young,none,0.0,none,60.8008950102571,49.0121363066292,265.771804526278
young,none,0.0,none,121.510237129755,68.004484768822,319.599212468874
adult,mild,3.90875747078416,any,2236.42053863071,186.325267572712,2566.67505136733
young,none,0.0,none,98.3564931823065,49.3454121710795,260.342969105186
old,none,7.80868557376857,any,2468.59706345754,388.054816124714,3037.72625711892
young,none,0.0,none,128.078192000437,61.7803201637266,306.068068516201
young,mild,1.37755607770403,any,732.273701278299,62.0167508351937,922.545985929081
young,none,0.0,none,99.015801346527,52.802407708578,278.358151170123
adult,none,0.0,none,126.663475898141,152.695690012503,419.755420206374
adult,none,0.0,none,101.944566085851,164.16715282184,397.874024464351
young,none,0.0,none,56.1936437415317,57.0470849108652,216.894713434371
adult,mild,0.0,none,151.63269587406,145.899324991585,438.637639220408
old,none,0.0,none,77.4428667710908,366.494332448937,582.193052667889
young,none,0.0,none,28.1271526970935,62.8141237123336,210.646911476837
adult,none,0.0,none,145.391015830462,174.49374541618,439.358920576493
old,none,0.0,none,94.6026283391085,435.427249025213,678.211475897731
adult,severe,0.0,none,109.641420179965,221.695762127873,466.730676568174
old,mild,7.01082254070149,any,3990.17103798192,396.528314214839,4601.30406634307
young,none,0.0,none,96.175222426258,60.8233746060535,270.570667499168
old,mild,0.0,none,43.4205588157025,373.937441196708,557.106022409486
young,none,0.0,none,117.816574039683,51.5020674294663,288.71734324802
young,none,1.30219718474016,any,464.719540733624,46.9981973851584,676.85916839607
young,none,0.0,none,117.855849077387,60.8002561538061,299.044883725321
young,none,0.0,none,66.6260920851082,62.052636733608,262.959221841606
old,mild,0.0,none,181.083858281059,375.742940762119,704.926336815329
adult,none,0.0,none,114.649052930236,215.709872798637,459.954434944293
adult,none,4.51701735587024,any,1442.58115466526,196.249114314285,1775.28216172038
old,none,0.0,none,112.411445560324,302.274115897161,556.793458459041
young,none,0.832045209944591,any,382.178713465458,79.5722521131757,594.94852950697
young,mild,0.0,none,86.4001852877391,46.1658387633777,252.630808198413
adult,none,0.0,none,129.600252407295,194.377515584527,456.42182617635
young,none,0.0,none,97.2645858709962,55.1101805394877,268.057790917802
adult,none,0.0,none,48.9367922865433,165.180086204599,345.399920319761
adult,none,0.0,none,69.8898487876873,187.941035206602,381.949357059645
old,severe,7.85747253247878,any,6322.51489545498,358.889199158367,6936.86891717741
adult,none,0.0,none,138.283322946712,184.221168645228,454.378059232494
old,mild,0.0,none,66.7178080952392,372.169393635377,599.514512899399
old,none,0.0,none,56.903390961127,340.236940377272,528.0747421419
old,none,0.0,none,118.613938980233,319.920012488918,564.468171300602
adult,none,0.0,none,77.6569860585952,154.678194596146,375.773545946239
adult,none,0.0,none,151.07809963563,169.975170048782,452.86186352276
adult,severe,0.0,none,217.844698716468,160.234510729267,511.306073016437
young,none,0.0,none,95.2095638757102,65.3090161312114,286.344204996415
adult,severe,0.0,none,8.16240035475649,154.359315529339,292.942218749883
adult,none,0.0,none,92.3406810619194,200.196303290644,426.731930231523
young,none,0.0,none,62.6383244828465,75.0360177340715,250.289389957354
adult,none,0.0,none,66.6700580055451,201.522282357628,401.620342728364
young,none,0.0,none,107.575521983685,71.8409220539067,320.683339329468
old,mild,0.0,none,136.257289639491,374.730697126953,657.122712065847
young,none,0.0,none,71.7382937064397,54.1558761256877,237.232814984368
adult,none,0.0,none,120.842159060255,194.988307560368,444.777124941646
adult,none,0.0,none,98.2409701082993,162.741376825319,405.441822621171
old,none,4.44973562411741,any,1470.7398726591,380.51973838448,2025.26346409859
adult,none,0.0,none,149.073638232824,198.459921815969,482.797244115038
adult,severe,0.0,none,126.172862604109,174.481372107023,428.54097726136
adult,none,4.48645698204096,any,1429.54796866257,196.590962343151,1782.56764925691
young,none,0.850501391717656,any,383.498408850758,67.8737195569303,595.727690945791
young,none,0.0,none,134.226191119687,66.4873666773601,327.198777050773
young,none,0.0,none,79.5536513558256,59.7103936595667,267.588413793579
old,mild,5.51133535233263,any,3091.82813944013,360.146639610071,3656.10449124509
adult,none,0.0,none,139.852512320958,177.561402618162,457.671861062976
young,none,1.35513812207931,any,531.926622708152,62.4732775824111,721.856029652932
adult,none,0.0,none,124.176826409583,181.411548376661,439.768088841163
old,mild,0.0,none,68.8051533009764,388.21048221366,591.194082025483
old,mild,5.56525204361779,any,3193.76991726146,390.450201105591,3771.22298174834
old,none,0.0,none,119.943276275519,407.565945393392,661.863841369159
young,none,0.0,none,88.4672244521013,54.6624513485143,248.123589320407
young,none,1.04993906995037,any,409.69657629785,65.4923971616804,621.775017445721
adult,none,3.26681628189639,any,1097.27542572453,185.592550426265,1432.28526474027
old,none,0.0,none,92.1487974135007,363.909361059313,602.136107810663
adult,none,0.0,none,122.927990556058,135.849452393353,387.729417891945
adult,none,0.0,none,82.9936270220266,195.93565417177,412.869550586846
adult,none,0.0,none,88.4493106542326,199.527815906541,423.819664580864
young,none,0.0,none,99.649942809353,70.463697702849,290.764219092435
adult,none,0.0,none,145.870139395281,171.038355770385,447.663157846392
old,mild,0.0,none,124.799818483767,351.302055768715,625.0759038341
old,mild,7.82136901330476,any,4362.89943742971,299.440869042585,4887.3730299624
adult,severe,0.0,none,176.182280788844,212.875400154481,522.934165074721
adult,none,1.41141168557939,any,522.174899334539,178.021980874881,849.997615599667
adult,severe,0.0,none,-12.2501894669972,180.000724677798,298.425737744185
young,none,0.0,none,90.1187545832298,53.734588736083,270.122567709975
young,none,0.0,none,102.867673870752,53.0902385258465,287.564019018153
old,none,0.0,none,92.2034820767747,342.346128294695,569.207171368844
young,mild,0.0,none,75.8793757392921,75.6858432972904,284.194839086965
young,none,0.0,none,110.968584268691,76.1468149789333,311.430201746675
young,none,0.0,none,88.8013832018186,76.5401107824159,309.570004365129
old,none,7.82066999372587,any,2462.45816738876,308.440905073033,2946.22374858175
young,none,0.0,none,129.432515899388,59.1760052959129,309.244955263313
old,mild,7.98356443168872,any,4421.21509786717,388.574459540389,5033.1968911652
young,severe,0.0,none,165.233884067874,76.7610769107784,371.693232054865
young,severe,0.679189154427212,any,838.527506600596,61.2509840029152,1034.84176961787
adult,none,3.71078614871659,any,1238.29226650925,201.576327975156,1599.14448593059
adult,none,0.0,none,61.1238182197675,121.92258875232,324.363134690051
young,none,0.0,none,115.68015590704,70.7116162296416,311.800862868009
young,none,0.0,none,117.628574018443,62.6814942832245,304.658736380987
adult,none,0.0,none,93.1488165484084,198.080172538181,430.936404173722
adult,none,0.0,none,54.3886605755339,214.179395890519,404.279377354762
adult,none,4.84493494216338,any,1538.02425255486,152.660568453846,1826.89445470447
young,none,0.0,none,106.585348695298,66.4417464369037,287.191095018088
adult,none,3.71615554826031,any,1185.1269622516,185.514188276645,1513.45510268115
adult,none,0.0,none,141.178026264036,167.547570264914,434.191889194505
old,mild,0.0,none,75.3586203470296,311.067461363791,520.024608378003
old,none,0.0,none,103.132543305269,417.670245588038,655.228553167103
young,none,0.0,none,83.7409377205351,61.8199153253369,270.320871004278
young,none,0.0,none,98.4354240712569,57.954431686195,270.221690588057
adult,none,3.96141193249618,any,1336.21696728126,215.808715174454,1709.81839630409
adult,none,3.53526039181738,any,1205.17426205439,170.415549224074,1531.01727547519
young,none,0.0,none,90.0870255877175,59.8974558905339,284.673695574534
young,none,0.0,none,95.0287638685194,50.2302602207384,278.993276211246
adult,severe,0.0,none,1.53372184624409,175.697964737446,311.843860102897
young,none,0.0,none,121.896233882663,61.1351449998337,307.137171086508
adult,none,4.52145075696203,any,1491.09928705149,170.92029174302,1803.73866362861
young,none,0.0,none,103.430818660132,75.5307591089225,306.259007941004
adult,none,0.0,none,135.845965666568,190.682457709194,471.214881473167
old,mild,7.59011671834273,any,4446.09880904631,481.836117052651,5161.54111617939
adult,none,3.83657911434981,any,1285.69812747616,191.050106291051,1638.65509304414
adult,none,0.0,none,105.327301176535,164.009143340673,412.169973014939
adult,mild,4.19918908941163,any,2373.31055001837,171.562991624653,2723.42833663636
old,mild,7.76527745667293,any,4399.85041153035,371.853970146122,5014.17567503793
old,mild,0.0,none,16.5286138205953,347.463621538756,502.290997206572
young,none,0.0,none,99.8620953248019,80.2881541811472,294.209589751339
adult,none,0.0,none,54.3993760736403,175.266363224965,344.601140049404
adult,none,5.17131761856983,any,1680.19227995862,139.267149916459,1986.61733450463
adult,none,0.0,none,127.218697132288,173.575947026391,432.029715171691
old,none,0.0,none,64.2639617939083,295.993731758869,486.948043075075
adult,mild,4.08973762074254,any,2344.58343413375,169.861710693674,2674.3805815438
old,mild,0.0,none,93.5085991789609,363.875693272441,606.208116826023
adult,none,3.98179140834286,any,1308.91494200402,138.545225462414,1608.81488956002
adult,none,0.0,none,84.0618992495019,190.15945903492,396.797418434915
young,none,0.0,none,116.427051140917,58.3098237196907,297.243444456904
young,none,0.0,none,153.576961705263,64.3758839726388,338.61218734466
old,mild,8.85644695748874,any,4996.26401377666,399.138917522195,5632.15800551351
old,mild,0.0,none,141.073743987515,311.488923983693,578.453509218775
young,none,0.0,none,71.4814949407542,70.5129452299058,264.978675801845
adult,none,0.0,none,84.8096271717021,167.445707013252,388.764872156261
young,none,0.0,none,22.902057082676,61.8102730133645,213.13504853858
old,none,0.0,none,84.7842194865013,396.848353421029,634.576813124532
adult,mild,0.0,none,124.618260807576,210.76376729025,490.900265748601
young,none,0.0,none,115.559787522736,38.7068377695351,287.596959710851
young,none,0.0,none,118.947987316023,52.6695515565095,314.491584957873
adult,none,0.0,none,142.423007343511,169.801965866462,441.82114963755
old,none,9.17510331343909,any,2795.70281975813,322.742378524371,3315.12586031045
adult,none,0.0,none,150.088240051156,199.669085872755,493.09055387048
young,mild,0.0,none,79.3034443846185,51.6828809309001,255.469534334678
old,none,5.83795137565711,any,1910.02326432638,323.714429999338,2412.77833849159
young,none,0.0,none,166.431954842786,67.371523521065,369.083231345612
old,none,0.0,none,100.81374614456,371.535360339635,621.413893578832
young,none,0.0,none,120.647052807801,70.1385356354216,303.534154116582
old,none,9.89807371983544,any,3043.39622586733,378.574949859382,3620.59850892227
young,none,0.0,none,111.655207250874,49.7809660537546,300.670035941902
adult,mild,0.0,none,24.755094168744,240.627395162466,387.745576387149
old,mild,0.0,none,55.8682287836039,266.862628191105,447.744847377001
adult,severe,4.08619703104751,any,3536.89706499386,170.969796092689,3908.34614030274
old,mild,0.0,none,99.9611889717555,413.465409657453,661.724621535746
young,none,0.0,none,166.276755773635,62.8280036201136,348.69680901012
young,none,0.0,none,112.09457795454,60.4367692209566,294.11694192182
adult,none,0.0,none,110.411998968787,170.451858341325,417.536706128818
young,mild,0.0,none,111.621872981209,65.7061502529318,308.609885812666
young,mild,0.0,none,56.2879956879902,55.4373486343973,241.443746929019
adult,mild,0.0,none,63.7694581606611,178.71914586066,379.377065465421
young,none,0.0,none,125.77486577698,58.1542907640849,323.496000750325
adult,none,5.49947997622791,any,1736.00446103154,149.039092016676,2054.93673312238
young,none,0.0,none,50.5917427261937,68.2895595487097,241.306753895784
young,none,0.0,none,58.6071155047094,76.4238073170858,253.338644509139
young,none,0.0,none,118.875924074073,52.793072024596,302.814051480129
adult,none,0.0,none,93.1978738547917,168.581668160807,411.524212368636
adult,none,0.0,none,51.2331533163207,173.462097073224,348.880620995646
young,none,0.0,none,106.20103714721,50.0563046929905,279.475253751811
young,none,0.0,none,107.806187498182,59.334868960512,302.313735947366
adult,none,3.12619781873943,any,1086.39421518101,213.032428388978,1444.31472065523
adult,mild,3.71008124002258,any,2231.11531607649,208.304666863253,2608.50675868102
adult,none,0.0,none,118.063834385703,226.955983017921,473.685234947857
old,none,0.0,none,60.8834894775823,377.778554509774,570.385657305496
adult,none,0.0,none,109.463072736357,173.593059230797,408.312791358648
adult,none,0.0,none,132.508404389943,170.468503753993,437.173715858661
adult,mild,0.0,none,35.1577841867123,169.483502183663,330.074284896147
young,none,0.0,none,104.940394557989,66.3405361303413,281.614633245643
old,none,6.54398482460322,any,2049.49089246063,358.215088483436,2589.08482717474
young,none,0.0,none,82.9708551696715,60.8873938136434,268.377615759409
old,mild,0.0,none,-4.81808546915859,405.057905452717,549.85661851813
adult,mild,4.00860111601588,any,2250.85440172756,186.65940582924,2603.67230852635
adult,none,0.0,none,155.113935065335,172.010390345231,451.499480418221
