,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
7335,40,Private,42703,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
1668,52,Private,94391,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24755,26,Private,476558,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
23919,46,Private,202560,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
22217,53,Self-emp-not-inc,159876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3103,0,72,United-States,<=50K
12593,36,Self-emp-not-inc,207202,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
5425,34,Private,181091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
5216,28,Private,33895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
24668,36,Local-gov,331902,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
14720,17,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
7748,68,Private,144137,Some-college,10,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,30,United-States,<=50K
15951,31,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,27,United-States,<=50K
16773,44,Private,260046,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
28307,70,Self-emp-inc,207938,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,5,United-States,<=50K
1616,46,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
3835,40,Private,130571,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
25928,28,?,303674,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,3103,0,20,United-States,<=50K
15877,37,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,<=50K
16697,61,Self-emp-not-inc,392694,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
27385,42,Private,384508,11th,7,Divorced,Sales,Unmarried,White,Male,1506,0,50,Mexico,<=50K
4229,41,Local-gov,66118,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,United-States,<=50K
15821,27,Private,110931,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
17620,36,Private,129150,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
16815,26,Private,343506,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
12005,47,Local-gov,172246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
8300,25,Private,134821,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10019,35,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21072,56,Federal-gov,61885,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,65,United-States,<=50K
16169,58,Private,267663,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
31135,41,Private,36699,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40,United-States,<=50K
10628,47,Private,216999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
17077,54,Self-emp-inc,108435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23606,18,Private,184277,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
28977,29,Private,122127,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,>50K
17016,42,Private,367049,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4650,0,40,United-States,<=50K
25656,27,Private,167737,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
16674,21,Private,32732,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
27325,33,Private,169973,Assoc-voc,11,Separated,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
22339,32,Private,339482,5th-6th,3,Separated,Farming-fishing,Other-relative,White,Male,0,0,60,Mexico,<=50K
15782,18,?,171088,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
4280,30,Private,488720,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
18089,20,Private,219122,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
5836,41,Private,93793,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
15609,63,Private,181828,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,?,<=50K
29604,30,Private,329425,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,<=50K
22562,45,Private,228570,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
17978,18,Private,298860,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
15968,38,Private,275223,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
32286,28,Private,478315,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
15483,39,Private,247733,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,16,United-States,<=50K
12351,22,?,34616,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
12402,50,Private,40623,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
3105,46,Private,176814,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
9658,57,Private,121821,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K
20728,37,Self-emp-inc,199265,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
8141,19,Private,269657,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
31120,39,Private,202683,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
5135,42,Private,219288,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
31860,21,Private,224640,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
9633,62,Private,161460,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,<=50K
23772,67,Local-gov,181220,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K
7565,34,Private,52537,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United-States,<=50K
21135,69,Self-emp-inc,106395,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
6268,21,Private,228255,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
1520,47,Local-gov,246891,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
12493,35,Private,31964,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23267,19,?,440417,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
21623,50,Private,89534,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15590,32,Private,103860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28568,17,Local-gov,195262,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
30352,62,Private,211408,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
24245,32,Local-gov,186784,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013,0,45,United-States,<=50K
1090,41,Federal-gov,133060,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
4902,47,Private,97842,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18115,28,State-gov,155397,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
25309,42,Private,202188,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1741,50,United-States,<=50K
2958,40,Private,220609,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
13618,33,Private,333701,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
6000,79,Local-gov,84616,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States,<=50K
14835,44,Private,119281,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24225,29,Private,413297,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,45,Mexico,<=50K
26949,26,Private,86872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
6904,36,Private,143486,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K
5604,23,Private,38151,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines,<=50K
15266,18,?,234648,11th,7,Never-married,?,Own-child,Black,Male,0,0,15,United-States,<=50K
22848,18,?,211177,12th,8,Never-married,?,Other-relative,Black,Male,0,0,20,United-States,<=50K
11070,29,Private,103628,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
32283,54,Private,171924,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
4220,25,Private,171114,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
8344,27,Private,106758,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
24506,21,Private,113106,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
3820,24,Self-emp-not-inc,37440,Bachelors,13,Never-married,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
9542,47,Private,145886,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
7627,20,Private,121023,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
10569,40,Local-gov,243580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
4968,34,Private,223267,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
23170,17,Private,132636,11th,7,Never-married,Transport-moving,Own-child,White,Female,0,0,16,United-States,<=50K
24143,40,Private,34113,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,<=50K
11958,31,Private,173002,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
20082,59,Federal-gov,195467,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
26563,50,Private,198362,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
23366,53,Local-gov,200190,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,United-States,>50K
19841,58,Private,183893,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
6529,22,Private,128487,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K
8231,57,Private,210688,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
30739,36,Private,231082,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
8794,33,Private,198211,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
31423,29,Private,200468,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
8757,22,?,335453,Some-college,10,Never-married,?,Own-child,White,Female,0,0,16,United-States,<=50K
28417,34,Private,177437,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States,>50K
28946,56,Private,282023,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
12101,27,Private,214858,10th,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,55,United-States,<=50K
29774,39,Private,177154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
32035,40,Private,566537,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,40,Mexico,<=50K
10059,32,Private,229732,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
3282,45,Private,28035,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0,0,50,United-States,<=50K
6885,33,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
14311,33,Private,136331,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
18781,47,Local-gov,148576,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
31984,41,Private,211731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Mexico,<=50K
4639,30,Local-gov,125159,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,14084,0,45,?,>50K
7220,27,Private,220754,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
23100,68,Private,236943,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,20,United-States,<=50K
29555,38,Private,245372,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
19809,35,Private,187089,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,>50K
7293,34,Private,118941,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Ireland,<=50K
12491,19,?,220517,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
6271,20,Private,59948,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,114,0,20,United-States,<=50K
19306,49,Self-emp-not-inc,173411,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
14613,39,Federal-gov,227597,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,50,United-States,<=50K
6024,52,Private,170562,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
15625,66,Local-gov,36364,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2267,40,United-States,<=50K
6632,46,Private,214955,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
5144,28,Private,273929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,60,United-States,<=50K
27309,38,Private,357870,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,50,United-States,<=50K
14202,49,Private,156926,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
22304,32,Private,252257,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
2554,36,Private,49626,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3448,50,Self-emp-not-inc,44368,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,El-Salvador,>50K
26298,24,Local-gov,103277,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
12131,29,Private,327964,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
20327,55,Private,35551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
10300,23,Private,278391,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
26041,18,Private,280603,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
16181,60,Local-gov,93272,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3397,47,Federal-gov,55377,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
18842,34,Self-emp-not-inc,112650,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
7286,47,Self-emp-inc,116927,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
4985,29,Private,299705,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,37,United-States,<=50K
17409,36,Private,183902,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,4,United-States,>50K
17672,59,Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
11420,19,Private,100009,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
10269,40,Self-emp-not-inc,284706,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,>50K
23500,31,Private,241885,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
18098,45,Federal-gov,71823,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States,<=50K
16201,51,Private,94432,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22542,42,Private,171841,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
30986,31,Local-gov,94991,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
31224,50,Federal-gov,111700,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
5115,49,Private,234320,7th-8th,4,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,45,United-States,<=50K
4584,54,Private,206964,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
7576,40,?,180362,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
10124,80,Self-emp-not-inc,34340,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
8890,44,Private,259479,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K
11125,42,Private,183205,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
1788,40,Private,135056,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8494,36,Private,146311,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17471,39,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
12522,33,Private,141841,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5178,0,40,United-States,>50K
7525,46,Private,172695,11th,7,Widowed,Other-service,Not-in-family,White,Female,0,0,27,El-Salvador,<=50K
9791,55,Private,249072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
27408,20,Private,180497,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24581,35,Private,207568,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
17476,62,Private,186696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29472,49,Private,194189,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
17708,46,?,206357,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,<=50K
29513,35,Private,30529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24797,36,Private,245521,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,Mexico,<=50K
20554,21,Private,307371,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,15,United-States,<=50K
388,19,Private,25429,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
18127,36,Private,484024,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
6483,43,Private,170214,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
16219,31,Private,332379,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3525,31,Private,42485,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
3619,31,Private,119422,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
15466,30,Self-emp-inc,173858,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,>50K
25230,33,Private,319854,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,4650,0,35,United-States,<=50K
821,31,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
7107,33,Private,101562,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
23612,18,Private,163787,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
18292,55,Private,157932,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
8237,47,Private,586657,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Japan,>50K
16055,36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
5478,51,Private,254211,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K
1427,39,Private,297847,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,3411,0,34,United-States,<=50K
19155,32,Private,440129,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,Mexico,<=50K
21567,39,Local-gov,164156,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,55,United-States,<=50K
21634,38,Private,179668,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Scotland,<=50K
30751,27,Private,44767,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
22448,49,Private,43206,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,>50K
13677,70,Self-emp-not-inc,347910,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
12774,24,Private,112459,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
13078,56,Private,238638,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15724,45,Private,178922,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
10389,34,Private,36385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
17686,24,Private,228960,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29830,55,Private,61708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6418,0,50,United-States,>50K
30361,36,State-gov,422275,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
1377,54,Private,449257,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
14649,24,Private,275093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,<=50K
9739,36,Self-emp-not-inc,160120,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,45,?,<=50K
29929,44,Private,107218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
1281,42,Federal-gov,158926,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
11076,47,Private,169388,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
3013,64,State-gov,194894,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K
27659,31,Private,137367,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
9003,38,Private,235379,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
29714,26,Private,90915,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K
2034,27,Private,335764,11th,7,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
14410,31,Self-emp-not-inc,145162,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,?,>50K
9250,26,Private,302603,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
19674,33,Private,243674,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male,0,0,46,United-States,<=50K
19495,81,Self-emp-inc,247232,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,2936,0,28,United-States,<=50K
11021,52,Private,96359,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,>50K
12154,37,Private,179731,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
19759,34,Local-gov,22641,HS-grad,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
10231,51,Self-emp-not-inc,259323,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
12564,64,Private,391121,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
29158,67,Without-pay,137192,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,Philippines,<=50K
25535,25,Private,262978,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
8087,30,Private,220939,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
13144,37,Private,194004,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
16735,17,Private,187308,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
