,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
1612,StrongUp,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,Cloudy,PC,PC,Weak,Weak,DCVZFavor,Strong,None,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,A,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,Slight,A,XNIL,XNIL,SIG,HighEvrywher,Stable,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,SEQuad
3550,Down,Down,StrongUp,Down,Down,VeryWet,Neutral,VeryWet,Wet,PC,PC,PC,PC,None,Weak,Westerly,Weak,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Weak,None,A,SIG,SIG,SIG,LowEvrywhere,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
3716,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,SIG,SIG,SIG,Other,CloseToDryAd,Dry,Steep,OtherRapid,Other,Other,PosToNeg,None,SWQuad,Westerly,LongAnticyc
3779,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul2_Jul15,I,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Strong,Strong,I,SVR,SVR,SVR,Other,Steep,Dry,CloseToDryAd,StrongFront,Other,E_W_S,SigPositive,QStationary,SWQuad,Westerly,DenvCyclone
135,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Weak,Other,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,Average,MoreThanAve,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,Other,Steep,Average,Steep,OtherRapid,DryMMoistL,E_W_S,PosToNeg,Other,SWQuad,Westerly,LongAnticyc
4480,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,PC,PC,PC,Cloudy,None,None,StrongWest,None,Weak,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,I,CThruK,Stifling,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,Average,HI,None,Weak,Slight,I,SIG,SVR,SVR,LowSHighN,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,LittleChange,QStationary,LV,Westerly,SEQuad
1437,Down,StronUp,Neutral,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,PC,Clear,PC,Cloudy,Weak,Strong,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,MoreThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,Stifling,Weak,None,G,SIG,SIG,SVR,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,DryLine,LittleChange,None,AllElse,Westerly,LV
47,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,None,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,D,CThruK,PartInhibit,Average,Average,CDEJ,LIGt0,Instability,Average,MoreUnstable,D,Stifling,Weak,None,D,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,None,PosToNeg,QStationary,NWQuad,Westerly,E_NE
1360,Down,Down,Neutral,Down,Down,Neutral,Wet,Wet,Neutral,Cloudy,PC,Cloudy,PC,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,SEQuad
734,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Weak,DCVZFavor,None,Weak,None,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,PartInhibit,Unfavorable,None,E,SIG,SIG,SIG,LowSHighN,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
1534,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Neutral,Average,LessUnstable,HI,PartInhibit,Moderate,Strong,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,None,SigPositive,None,NWQuad,LVorOther,SEQuad
2004,Down,WeakUp,WeakUp,WeakUp,WeakUp,Wet,Neutral,Dry,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Other,None,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,Average,K,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,ACEFK,None,Weak,Moderate,K,SIG,SIG,SVR,Other,Steep,Dry,CloseToDryAd,StrongFront,DryMMoistL,MovingFtorOt,PosToNeg,Other,AllElse,LVorOther,WidespdDnsl
3795,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,Average,GJ,None,Unfavorable,Slight,J,XNIL,XNIL,SIG,LowAtStation,Stable,Dry,Steep,NoMajor,Other,DryLine,LittleChange,Moving,LV,LVorOther,LV
2519,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,StrongWest,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,I,CThruK,Stifling,MoreThanAve,Average,ABI,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,HI,PartInhibit,Weak,Slight,I,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,Other,LittleChange,Moving,LV,LVorOther,DenvCyclone
1972,Neutral,Neutral,Down,Neutral,Neutral,VeryWet,Neutral,Wet,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,SVR,SVR,SVR,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,LittleChange,Other,SWQuad,Westerly,LongAnticyc
996,Neutral,Neutral,StrongUp,Neutral,Neutral,Neutral,VeryWet,Neutral,Dry,Clear,Cloudy,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul2_Jul15,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,Stifling,Weak,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,Other,None,PosToNeg,None,NWQuad,Westerly,WidespdDnsl
61,StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Strong,Strong,I,SIG,SIG,SIG,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,QStationary,SWQuad,Westerly,DenvCyclone
1108,Down,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,PC,PC,PC,None,Weak,Westerly,None,None,None,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jun15_Jul1,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Strong,K,XNIL,XNIL,SIG,LowNHighS,Stable,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,NegToPos,None,LV,Westerly,WidespdDnsl
2405,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,None,Weak,Westerly,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,A,AB,None,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,A,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigNegative,Moving,SWQuad,Westerly,LV
95,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Wet,PC,PC,PC,Cloudy,None,None,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,MoreThanAve,H,LIGt0,Stability,Average,Average,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,SigPositive,Moving,AllElse,LVorOther,E_NE
478,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Dry,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul2_Jul15,A,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,MoreUnstable,LessUnstable,ACEFK,None,Moderate,Slight,A,SIG,SIG,SVR,LowSHighN,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_S,SigNegative,Other,SWQuad,Westerly,DenvCyclone
4359,Neutral,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,Other,None,None,None,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jun15_Jul1,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,Slight,E,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,ModerateOrLe,OtherRapid,Other,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
4112,StrongUp,Down,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,I,CThruK,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,HI,PartInhibit,Moderate,Moderate,I,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,QStationary,SWQuad,LVorOther,DenvCyclone
3707,Down,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug20_Sep15,A,AB,TotalInhibit,MoreThanAve,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,A,XNIL,SIG,SIG,LowSHighN,ModerateOrLe,Dry,Steep,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
1101,WeakUp,Down,Neutral,Down,Down,Wet,Neutral,Wet,Neutral,Clear,Cloudy,PC,PC,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,Average,GJ,None,Moderate,None,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,StrongFront,Other,None,LittleChange,None,NWQuad,Westerly,LongAnticyc
2746,Down,Neutral,Neutral,Down,Down,VeryWet,Neutral,Wet,Neutral,PC,PC,PC,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,Stifling,Average,MoreThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,K,SVR,SVR,SVR,Other,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,None,AllElse,Westerly,DenvCyclone
2170,Neutral,StronUp,Down,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,Jul16_Aug10,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,SigNegative,QStationary,AllElse,Westerly,E_NE
322,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,ACEFK,None,Weak,Moderate,E,SIG,SIG,SIG,LowMtsHighPl,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,E_W_N,LittleChange,None,SWQuad,LVorOther,LV
4254,WeakUp,Down,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Clear,Clear,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,SIG,SIG,SIG,LowSHighN,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,Other,PosToNeg,Other,AllElse,LVorOther,SEQuad
3142,WeakUp,Down,StrongUp,WeakUp,WeakUp,Dry,Dry,Dry,Neutral,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Strong,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SVR,Aug20_Sep15,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,SVR,SVR,SVR,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,SigNegative,None,AllElse,Westerly,DenvCyclone
3537,Down,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,None,None,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,None,Weak,Slight,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,NWQuad,Westerly,LV
4925,Down,Down,Neutral,Neutral,Neutral,VeryWet,Dry,VeryWet,Wet,PC,Clear,PC,PC,Strong,Strong,Other,None,None,None,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,Stifling,Strong,Slight,E,SIG,SIG,SVR,HighEvrywher,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,DryLine,LittleChange,None,AllElse,LVorOther,LV
2924,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Dry,VeryWet,Wet,Wet,Cloudy,Clear,Clear,Cloudy,Weak,Weak,DCVZFavor,None,Weak,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,C,XNIL,XNIL,SIG,Other,Steep,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,None,AllElse,Westerly,WidespdDnsl
1149,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,None,None,StrongWest,None,Weak,Strong,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul2_Jul15,F,CThruK,PartInhibit,Average,LessThanAve,F,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,None,Weak,Moderate,F,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,None,AllElse,LVorOther,SEQuad
3617,Neutral,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,PC,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SVR,Jul2_Jul15,C,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,C,XNIL,XNIL,SVR,LowEvrywhere,Steep,Average,CloseToDryAd,StrongFront,DryMMoistL,E_W_S,LittleChange,None,NWQuad,Westerly,WidespdDnsl
291,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,Westerly,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,LessThanAve,K,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,None,Unfavorable,None,K,XNIL,XNIL,XNIL,HighEvrywher,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,Other,PosToNeg,Moving,AllElse,Westerly,WidespdDnsl
3749,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Dry,PC,PC,PC,Clear,None,None,Other,None,Weak,Weak,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jun15_Jul1,G,CThruK,None,Average,Average,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,None,Strong,Moderate,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Dry,Steep,NoMajor,Other,None,LittleChange,Other,SWQuad,Westerly,LongAnticyc
3586,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Wet,VeryWet,Clear,Clear,Clear,Cloudy,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Aug11_Aug20,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Stability,Average,Average,GJ,None,Moderate,Strong,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,Other,LittleChange,None,SWQuad,Westerly,WidespdDnsl
533,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Dry,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,Other,Strong,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,May15_Jun14,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,C,SVR,SVR,SVR,LowAtStation,CloseToDryAd,Average,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,LittleChange,None,NWQuad,Westerly,LongAnticyc
3607,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jul16_Aug10,F,CThruK,Stifling,MoreThanAve,LessThanAve,F,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,F,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,None,PosToNeg,None,AllElse,LVorOther,E_NE
2648,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,PC,PC,PC,Clear,Strong,Strong,Other,Weak,None,None,None,LittleChange,LittleChange,Negative,Decreasing,SVR,May15_Jun14,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,None,Moderate,Moderate,J,XNIL,XNIL,SVR,LowAtStation,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,Moving,LV,LVorOther,LV
4810,WeakUp,WeakUp,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,StrongWest,None,Strong,Weak,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,Stifling,Moderate,None,B,XNIL,XNIL,XNIL,LowSHighN,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_S,PosToNeg,QStationary,NWQuad,LVorOther,SEQuad
1983,Down,Neutral,Neutral,Down,Down,Wet,Neutral,Wet,Wet,Clear,PC,PC,PC,None,Weak,Westerly,Weak,None,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul2_Jul15,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,HI,Stifling,Weak,None,I,XNIL,XNIL,SIG,Other,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,E_W_S,NegToPos,QStationary,SWQuad,Westerly,E_NE
2932,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,LIGt0,Stability,Average,MoreUnstable,ACEFK,None,Moderate,Strong,K,SVR,SVR,SVR,LowAtStation,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,None,PosToNeg,QStationary,AllElse,Westerly,DenvCyclone
1536,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,Clear,Clear,PC,Weak,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul2_Jul15,K,CThruK,None,LessThanAve,LessThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,Average,ModerateOrLe,StrongFront,Other,E_W_N,SigNegative,Other,SWQuad,Westerly,SEQuad
4534,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,PC,PC,Clear,Strong,Strong,Other,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,MoreThanAve,Average,CDEJ,LIGt0,Stability,Average,LessUnstable,ACEFK,None,Weak,Moderate,E,SIG,SIG,SIG,LowNHighS,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,LittleChange,None,SWQuad,LVorOther,LV
4172,Down,Down,StrongUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,PC,None,Weak,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Moderate,Slight,K,SIG,SIG,SIG,Other,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,Other,Other,SigPositive,None,AllElse,Westerly,SEQuad
